name,genre,artist,youtube,year,difficulty
Yakalelo,Pop rock,Nomads,https://www.youtube.com/embed/Dz4aeYPl-0Q?si=mvQhAniOpnPsj5uw,0,1
Wonderwall,Pop rock,Oasis,https://www.youtube.com/embed/bx1Bh8ZvH84?si=gX8wdX8EJgJAbYXZ,0,1
Violation Freestyle,Freestyle rap,Offset,https://www.youtube.com/embed/GdPbIM8-v7Q?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
La Femme Chocolat,Pop rock,Olivia Ruiz,https://www.youtube.com/embed/gU8ckNkKbDA?si=7W4QXoNbUYUIi3Ye&amp,0,1
Kapri,Afrobeat,Os Banah,https://www.youtube.com/embed/2_XvoTUBG9M?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Sitting on the dock of the bay,Soul,Otis Redding,https://www.youtube.com/embed/UCmUhYSr-e4?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Collabo,Rhythm and blues,Ouais Chery,https://www.youtube.com/embed/kKZD-B4r12g?si=cRxmvSuiGxKfMEpF,0,1
Aicha,Pop rock,Outlandish,https://www.youtube.com/embed/f0nFTdKlKLw?si=eiBvezEo_DEfkA1O,0,1
Taste the Money,Afrobeat,P Square,https://www.youtube.com/embed/LFBZkWA4dTE?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Speedy Gonzalez,Indie rock,Pat Boone,https://www.youtube.com/embed/v4s2AMKPHnE?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
A Smile and A Ribbon,Indie pop,Patience & Prudence,https://www.youtube.com/embed/6ckgyjVkx7c?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Young Folks,Pop rock,Peter Bjorn And John,https://www.youtube.com/embed/iArXv64tCJA?si=KFcDIDpFXyimq9oJ,0,1
Another Day In Paradise,Pop rock,Phil Collins,https://www.youtube.com/embed/Qt2mbGP6vFI?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
In The Air Tonight,Pop rock,Phil Collins,https://www.youtube.com/embed/YkADj0TPrJA?si=h9jIR6ulKEZXCx_Q&amp,0,1
Only You,Indie rock,Portishead,https://www.youtube.com/embed/TmDkzVvherk?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Glory Box,Indie rock,Portishead,https://www.youtube.com/embed/4qQyUi4zfDs?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Wandering Star,Indie rock,Portishead,https://www.youtube.com/embed/gEQNAZGoZrw?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Peter and the Wolf March,Classic country,Prokofiev,https://www.youtube.com/embed/ctsWdUaHsHM?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Ice Tray,Rap music,"Quality Control, Quavo, Lil Yachty",https://www.youtube.com/embed/hSOgNCJmQvU?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
LAMB TALK,Rap music,Quavo,https://www.youtube.com/embed/OMriyVVhP40?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Trapstar,Rap music,Quavo,https://www.youtube.com/embed/KKnJgSAZEq4?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
No One Knows,Folk rock,Queens Of The Stone Age,https://www.youtube.com/embed/s88r_q7oufE?si=8Hij5hw4kiT37K3S&amp;controls=0&amp,0,1
"Welcome Home, Son",Indie folk,Radical Face,https://www.youtube.com/embed/P8a4iiOnzsc?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Hit the road Jack!,Soul blues,Ray Charles,https://www.youtube.com/embed/Q8Tiz6INF7I?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Tetema,Afrobeat,Rayvanny ft. Diamond Platnumz,https://www.youtube.com/embed/n6pCgzHMJY8?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Samson,Soul jazz,Regina Spektor,https://www.youtube.com/embed/p62rfWxs6a8?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Dumebi,Afrobeat,Rema,https://www.youtube.com/embed/zUU1bIWpH5c?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Soundgasm,Afrobeat,Rema,https://www.youtube.com/embed/nrTkERuwdCc?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
La Lettre,Pop rock,Renan Luce,https://www.youtube.com/embed/UR1GZrzizXM?si=n6ppQInAQAabLD0Y&amp,0,1
Hello Mary-Lou,Indie rock,Ricky Nelson,https://www.youtube.com/embed/zLkCWT2neuI?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Unchained Brothers,Alternative rock,Righteous Brothers,https://www.youtube.com/embed/ZoEwR9_Sy_M?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Go Ahead,Indie pop,Rilo Kiley,https://www.youtube.com/embed/-ZBvAAzMphE?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Moon River,Art rock,Rita Hayworth,https://www.youtube.com/embed/SQ8keKFByh8?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Reason With Me,Afrobeat,Rudeboy,https://www.youtube.com/embed/KQ7FpYDQLOI?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
John Lenon,Rap music,SCH,https://www.youtube.com/embed/9mkJb585THY?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Molotov 4,Rap music,SEFYU,https://www.youtube.com/embed/Nzt7puchldA?si=lPXyXc5FgX_Px83g,0,1
J'aime Mon Pays,French pop,SEXY SUSHI,https://www.youtube.com/embed/GkprBmXED4o?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
The Power,Alternative dance,SNAP!,https://www.youtube.com/embed/nm6DO_7px1I?si=Ch8xnCe665bcywug&amp,0,1
Boyfriend,Rap music,SahBabii,https://www.youtube.com/embed/BRx75rzFCIU?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Dream Lover,Jazz blues,Sandra Dee & Bobby Darin,https://www.youtube.com/embed/QlGeKdUFjB4?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Adonai,Afrobeat,Sarkodie ft. Castro,https://www.youtube.com/embed/ipZvlG-wwWk?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Vengaboys,Pop rock,Shalala lala,https://www.youtube.com/embed/Obi4iELWJ3Y?si=GKXIx_R8WiF27Aqw,0,1
Pa Bizwen Palé,Zouk,Shanel Hill feat. Stacy,https://www.youtube.com/embed/i0cJObPn_us?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Man I feel like a woman,Pop rock,Shania Twain,https://www.youtube.com/embed/E7auzP9RhCY?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Nothing Compares 2 U,Pop rock,Sinéad O'Connor,https://www.youtube.com/embed/0-EF60neguk?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Energy (Stay Far Away),Afrobeat,Skepta & WizKid,https://www.youtube.com/embed/DPIOEheFoHs?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Catch Me Outside,Rap music,Ski Mask The Slump God,https://www.youtube.com/embed/JpIlnaAmiCg?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Sensima,Afrobeat,Skiibii,https://www.youtube.com/embed/zqkDioXLTO8?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Whoop your ass,Rap music,Snoop dogg,https://www.youtube.com/embed/Rj1RPJK-RqQ?si=s3jH23xZVRADbgi6,0,1
Murder On The Dancefloor,Pop rock,Sophie Ellis-Bextor,https://www.youtube.com/embed/hAx6mYeC6pY?si=vufYyil2icWhPhMl,0,1
Soco,Afrobeat,"StarBoy ft. Wizkid, Ceeza Milli, Spotless, Terri",https://www.youtube.com/embed/9qz7lMsFUJU?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Relax Baby Be Cool,Britpop,Stereo Total,https://www.youtube.com/embed/fUIqHgF1v40?si=-UOstJH98Tws-u0x&amp,0,1
I Love You Ono,Indie pop,Stereo Total,https://www.youtube.com/embed/EV-H_sw7aQQ?si=6AFAYLZmMRmixflP,0,1
One Second,Rap music,Stormzy ft. H.E.R,https://www.youtube.com/embed/NnFFKd7wOkY,0,1
Lola,Pop rock,Superbus,https://www.youtube.com/embed/Rwbm281DTYc?si=MuRWRNa1awAyK2AI&amp,0,1
Butterfly,Pop rock,Superbus,https://www.youtube.com/embed/CQPNj38WscM?si=SYgT6Dn2NVXptg1-&amp;controls=0&amp,0,1
Ca mousse,Pop rock,Superbus,https://www.youtube.com/embed/sByjPfcOO68?si=2OH-6wZ7JJ3-CRL4&amp;controls=0&amp,0,1
Order,Rap music,"TM88, Southside, Gunna",https://www.youtube.com/embed/2JNaGLw3WbA?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Casper,Rap music,Takeoff,https://www.youtube.com/embed/vnddx3dS6Ks?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Everyone Falls In Love Sometime,Dancehall,Tanto Metro & Devonte,https://www.youtube.com/embed/FzhhKZgLT7I?si=ejDxsUYQFyZVYKxD&amp,0,1
Skeletun,Afrobeat,Tekno,https://www.youtube.com/embed/KErqMcZR0KA?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Pana,Afrobeat,Tekno,https://www.youtube.com/embed/8YhAFBOSk1U?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Askamaya,Afrobeat,Teni,https://www.youtube.com/embed/Cx_SO7aWfYk?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Case,Afrobeat,Teni,https://www.youtube.com/embed/hYx5ukr_YWw?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
To Build a Home,Pop rock,The Cinematic Orchestra,https://www.youtube.com/embed/qkP6Tf79UrM?si=u2cgvHpLMMdbS468&amp,0,1
Breathless,Dance-pop,The Corrs,https://www.youtube.com/embed/vzerbXFwGCE?si=QcHFFRUoPE2p-TnL&amp;controls=0&amp,0,1
Stand By Me,Soul,The Drifters,https://www.youtube.com/embed/YaqjpfZJjpk?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Save the last dance for me,Soul,The Drifters,https://www.youtube.com/embed/n-XQ26KePUQ?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Westside Story,Rap music,The Game ft. 50 Cent,https://www.youtube.com/embed/HiMC0IEym6w?si=Kti8R2CtG_gw2Qj-,0,1
There She Goes,Britpop,The La's,https://www.youtube.com/embed/CZXLLMbJdZ4?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Roxanne,Folk rock,The Police,https://www.youtube.com/embed/3T1c7GkzRQQ?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Introduction (1936),Asian American jazz,The Shanghai Restoration Project,https://www.youtube.com/embed/57F79MYXD9o?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Seven Nation Army,Dance-pop,The White Stripes,https://www.youtube.com/embed/0J2QdDbelmY?si=tNhTLGF4iRs9bV4I&amp,0,1
Party Favors,Dance-pop,Tinashe,https://www.youtube.com/embed/tNbVNlBG82E,0,1
He Wasn't Man Enough,Rhythm and blues,Toni Braxton,https://www.youtube.com/embed/9_hKXk2qSuw?si=QMTYoKl_F7LXcRgZ,0,1
So Seductive,Rap music,Tony Yayo,https://www.youtube.com/embed/wqEncKFd7M8?si=BkLR_bog5l5lURHF&amp,0,1
TERÉ TERÉ,Afrobeat,Toofan,https://www.youtube.com/embed/O9P1g9q1JtM?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Habits,Pop rock,Tove Lo,https://www.youtube.com/embed/5anLPw0Efmo?si=j45HXoX_BsD3sJpR&amp,0,1
The Sailor Song,Pop rock,Toy-Box,https://www.youtube.com/embed/qlti8Q-gU-Q?si=MzbRFA_O3mpgn3oM,0,1
Baby Can I hold you,Pop soul,Tracy Chapman,https://www.youtube.com/embed/kjRo_CHSdt0?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Da Da Da,Electropop,Trio,https://www.youtube.com/embed/lNYcviXK4rg?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Red Red Wine,Ragga,UB40,https://www.youtube.com/embed/zXt56MB-3vc?si=jFEX_6SMGkNYAf4N&amp,0,1
Babes,Afrobeat,Umngan'wami ft Mampintsha & Danger,https://www.youtube.com/embed/y8lZUI3u6HI?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Wanna Be On Your Mind,Jazz-funk,Valerie June,https://www.youtube.com/embed/949PkjZZWxk?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
A Thousand Miles,Pop rock,Vanessa Carlton,https://www.youtube.com/embed/Cwkej79U3ek?si=GqnruuflF7i_bOz4&amp,0,1
"Boom, Boom, Boom, Boom!!",Electropop,Vengaboys,https://www.youtube.com/embed/llyiQ4I-mcQ?si=lb2l27gYfwpj88YW&amp,0,1
Anya Marina,Indie folk,Vertigo,https://www.youtube.com/embed/MNHge0UOlVY?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
OJUELEGBA,Afrobeat,WIZKID,https://www.youtube.com/embed/Q7QiLceJSLQ?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Saturday Night,Electropop,Whigfield,https://www.youtube.com/embed/j3CWkayic5Y?si=UdC5GqVzp-psBSM3&amp,0,1
Deny,Arab pop,Yasmine Hamdan,https://www.youtube.com/embed/5lrEZCPYr0U?list=PLtXmrrHfQMI6QrvFDg9mefswiltkDxdeJ,0,1
Bacc At It Again,Rap music,"Yella Beezy, Quavo, Gucci Mane",https://www.youtube.com/embed/MBiQVjt7Rjc?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Number One,Afrobeat,Yemi Alade,https://www.youtube.com/embed/P-MjbXH5uKY?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Johnny,Afrobeat,Yemi Alade,https://www.youtube.com/embed/-sRNPULEOgo?list=PLtXmrrHfQMI4dyjqTSufQQSeA8sD5b762,0,1
Wait,Rap music,Ying Yang Twins,https://www.youtube.com/embed/Ofl1HRCrUw4?si=nFCWBNKECn3OZmmt,0,1
Halftime,Rap music,Young Thug,https://www.youtube.com/embed/KyCTZ8c-trc?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Chanel,Rap music,Young Thug ft. Gunna & Lil Baby,https://www.youtube.com/embed/yCPCqbwfe58?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Hot,Rap music,Young Thug ft. Gunna & Travis Scott,https://www.youtube.com/embed/leJNDpm_G10?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
What's The Move,Rap music,Young Thug ft. Lil Uzi Vert,https://www.youtube.com/embed/L32ZHlOqqGY?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Circle Of Bosses,Rap music,Young Thug ft. Quavo,https://www.youtube.com/embed/UA5baCJw5gU?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Guwop,Rap music,"Young Thug ft. Quavo, Offset, and Young Scooter",https://www.youtube.com/embed/NTayABOrFrk?list=PLtXmrrHfQMI5blDsapyu8cUzFqxAa-vsX,0,1
Take On Me,Electropop,a-ha,https://www.youtube.com/embed/djV11Xbc914?si=h_d1Ebj4v1pzzE38&amp,0,1
