artist,name,genre,featured_artists,youtube_id,year,difficulty
Mr Eazi,Supernova,Afrobeat,,InIeez-2WIs,0,1
Mungo Jerry,In the summertime,Alternative rock,,yG0oBPtyNb0,0,1
My American Heart,The Shake,Alternative rock,,th2PWpEQ6_o,0,1
Mya,It's All About Me,Soul blues,Dru Hill,WzfLg2Bwk4I,1998,4
Mya,Case Of The Ex (Whatcha Gonna Do),Rhythm and blues,,0sq14JocSAs,2000,4
NLE Choppa,Shotta Flow Remix,Rap music,Blueface,2KDlDuS6r6I,0,1
NLE Choppa,Shotta Flow 3,Rap music,,FvGgFzagfI4,0,1
Natalie Imbruglia,Torn,Pop rock,,VV1XWJN3nJo,0,1
Natalie Imbruglia,Shiver,Pop rock,,ZwAd_ag9Q0E,0,1
Natasha Bedingfield,Unwritten,Europop,,b7k0a5hYnSI,0,2
Natasha St-Pier,Tu trouveras,French pop,,yB_UBqMRvKk,2002,2
Natasha St-Pier,Un ange frappe a ma porte,French pop,,qZMjiEkT-yA,2006,2
Natasha St-Pier,Tant que c'est toi,French pop,,h5cVH3Hmp0Y,2003,2
Nelly Furtado,Dilemma,Rhythm and blues,,8WYHDfJDPDc,2002,1
Nelly Furtado,Promiscuous,Electropop,Timbaland,0J3vgcE5i2o,2006,1
Nelly Furtado,Say It Right,Electropop,,6JnGBs88sL0,2006,2
Njie,Chui chui chui,Zouk,,5iEKs26Ebe0,2008,1
Nolwenn Leroy,Cassé,French pop,,eIjL4khJxk4,2003,2
Nolwenn Leroy,Mon Ange,French pop,,sNE7t8Cyt6I,2005,1
Nomads,Yakalelo,Pop rock,,Dz4aeYPl-0Q,0,1
Oasis,Wonderwall,Pop rock,,bx1Bh8ZvH84,0,1
Offset,Violation Freestyle,Freestyle rap,,GdPbIM8-v7Q,0,1
Olivia Ruiz,La Femme Chocolat,Pop rock,,gU8ckNkKbDA,0,1
Os Banah,Kapri,Afrobeat,,2_XvoTUBG9M,0,1
Otis Redding,Sitting on the dock of the bay,Soul,,UCmUhYSr-e4,0,1
Ouais Chery,Collabo,Rhythm and blues,,kKZD-B4r12g,0,1
Outlandish,Aicha,Pop rock,,f0nFTdKlKLw,0,1
Owl City,Hello Seattle,Electro music,,_VlK2BOhmvU,0,2
P Square,Taste the Money,Afrobeat,,LFBZkWA4dTE,0,1
P!nk,Get The Party Started,Pop rock,,mW1dbiD_zDk,2001,1
Passenger,Let Her Go,Indie folk,,RBumgq5yVrA,0,2
Pat Boone,Speedy Gonzalez,Indie rock,,v4s2AMKPHnE,0,1
Patience & Prudence,A Smile and A Ribbon,Indie pop,,6ckgyjVkx7c,0,5
Pep's,Liberta,Indie pop,,Nx7cT6dP5Xk,0,2
Perle Lama,Aime Moi Plus Fort,Zouk,,x9uRNho3E9k,2006,3
Peter Bjorn And John,Young Folks,Pop rock,,iArXv64tCJA,0,3
Phil Collins,In The Air Tonight,Pop rock,,YkADj0TPrJA,0,1
Phil Collins,Another Day In Paradise,Pop rock,,Qt2mbGP6vFI,0,1
Portishead,Wandering Star,Indie rock,,gEQNAZGoZrw,0,5
Portishead,Glory Box,Indie rock,,4qQyUi4zfDs,1994,5
Portishead,Only You,Indie rock,,TmDkzVvherk,0,5
Princess Lover,Mon soleil,Zouk,,ibkStxbq48I,2003,1
Prokofiev,Peter and the Wolf March,Classic country,,ctsWdUaHsHM,0,4
Quality Control,Ice Tray,Rap music,"Quavo, Lil Yachty",hSOgNCJmQvU,0,1
Quavo,Trapstar,Rap music,,KKnJgSAZEq4,0,1
Quavo,LAMB TALK,Rap music,,OMriyVVhP40,0,1
Queens Of The Stone Age,No One Knows,Folk rock,,s88r_q7oufE,0,1
Radical Face,"Welcome Home, Son",Indie folk,,P8a4iiOnzsc,0,3
Ray Charles,Hit the road Jack!,Soul blues,,Q8Tiz6INF7I,0,1
Rayvanny,Tetema,Afrobeat,Diamond Platnumz,n6pCgzHMJY8,0,1
Regina Spektor,Samson,Soul jazz,,p62rfWxs6a8,0,5
Regina Spektor,Ne Me Quitte Pas,Soul jazz,,9HbQFb9GR5E,0,5
Rema,Calm Down,Afrobeat,,WcIcVapfqXw,2022,1
Rema,Soundgasm,Afrobeat,,nrTkERuwdCc,0,5
Rema,Dumebi,Afrobeat,,zUU1bIWpH5c,0,1
Renan Luce,La Lettre,Pop rock,,UR1GZrzizXM,0,1
Rick Astley,Never Gonna Give You Up,Dance-pop,,dQw4w9WgXcQ,0,3
Ricky Nelson,Hello Mary-Lou,Indie rock,,zLkCWT2neuI,0,1
Righteous Brothers,Unchained Brothers,Alternative rock,,ZoEwR9_Sy_M,0,3
Rihanna,Disturbia,Electropop,,E1mU6h4Xdxc,2008,1
Rihanna,Shut Up And Drive,New wave,,up7pvPqNkuU,2007,1
Rihanna,Don't Stop The Music,Electropop,,yd8jh9QYfEs,2007,1
Rihanna,SOS,Electropop,,IXmF4GbA86E,2006,1
Rilo Kiley,Go Ahead,Indie pop,,-ZBvAAzMphE,0,1
Rita Hayworth,Moon River,Art rock,,SQ8keKFByh8,0,1
Roxette,It Must Have Been Love,Electropop,,k2C5TjS2sh4,1987,4
Rudeboy,Reason With Me,Afrobeat,,KQ7FpYDQLOI,0,2
SAODAJ',Pokor Lèr,World fusion,,IbSopDjYsZA,0,5
SCH,John Lenon,Rap music,,9mkJb585THY,0,1
SEFYU,Molotov 4,Rap music,,Nzt7puchldA,0,1
SEVDALIZA,Human,Electroacoustic,,9t7SclAXoQw,0,5
SEXY SUSHI,J'aime Mon Pays,French pop,,GkprBmXED4o,0,5
SNAP!,The Power,Alternative dance,,nm6DO_7px1I,0,1
SWV,Right Here (Human Nature Radio Mix),Rhythm and blues,,vHwXoY0LiQk,1992,5
Sade,Smooth Operator,Smooth jazz,,4TYv2PhG89A,1984,4
SahBabii,Boyfriend,Rap music,,BRx75rzFCIU,0,1
Salt-N-Pepa,Whatta Man,Rhythm and blues,,Z0v4Hd431Gg,1993,5
Sandra Dee & Bobby Darin,Dream Lover,Jazz blues,,QlGeKdUFjB4,0,5
Sara Bareilles,Love Song,Austropop,,qi7Yh16dA0w,2007,3
Sarah Blasko,Perfect Now,Indie pop,,frfI05dEWec,0,4
Sarkodie,Adonai,Afrobeat,Castro,ipZvlG-wwWk,0,1
Scarlette,Je m'en vais,Zouk,,nbGfSOgsOgs,2006,2
Seal,Kiss From A Rose,Rhythm and blues,,Kwdweif1YI0,1994,2
Selena Gomez,Look At Her Now,Dance-pop,,8u-_64S7plI,2020,1
Shakira,Hips Don't Lie,Latin pop,Wyclef Jean,DUT5rEU6pqM,2005,1
Shakira,"Whenever, Wherever",Latin pop,,weRHyjj34ZE,2001,1
Shalala lala,Vengaboys,Pop rock,,Obi4iELWJ3Y,0,5
Shanel Hill,Pa Bizwen Palé,Zouk,Stacy,i0cJObPn_us,2020,1
Shania Twain,Man I feel like a woman,Pop rock,,E7auzP9RhCY,0,1
Shanice,I Love Your Smile,Rhythm and blues,,ysYyCElzB0A,1991,1
Sheryfa Luna,Il Avait Les Mots,French pop,,vGxOs9OrLYk,2007,1
Sheryl Crow,All I Wanna Do,Country pop,,ClbmWkbocoY,1993,4
Sho Madjozi,John Cena,Amapiano,,H9bGITkIHmM,0,4
Sinéad O'Connor,Nothing Compares 2 U,Pop rock,,0-EF60neguk,0,3
Sisqo,Thong Song,Rhythm and blues,,Oai1V7kaFBk,1999,1
Skepta,Energy (Stay Far Away),Afrobeat,WizKid,DPIOEheFoHs,0,1
Ski Mask The Slump God,Catch Me Outside,Rap music,,JpIlnaAmiCg,0,1
Skiibii,Sensima,Afrobeat,,zqkDioXLTO8,0,2
Slaï,Flamme,Zouk,,jQztFLKaZEU,2004,1
Snoop Dogg,Whoop your ass,Rap music,,Rj1RPJK-RqQ,0,1
Sophie Ellis-Bextor,Murder On The Dancefloor,Pop rock,,hAx6mYeC6pY,0,1
Spice Girls,Wannabe,Britpop,,gJLIiF15wjQ,0,1
StarBoy,Soco,Afrobeat,"Wizkid, Ceeza Milli, Spotless, Terri",9qz7lMsFUJU,0,1
Stereo Total,I Love You Ono,Indie pop,,EV-H_sw7aQQ,0,3
Stereo Total,Relax Baby Be Cool,Britpop,,fUIqHgF1v40,0,5
Steve Aoki,Boneless,Electro house,"Chris Lake,Tujamo",gl2p4G3CUrI,0,2
Stevie Wonder,Superstition,Funk,,0CFuCYNx-1g,1972,2
Sting,The Last Ship,Blues rock,,l4AmF7I5qPc,2013,3
Stormzy,One Second,Rap music,H.E.R,NnFFKd7wOkY,0,1
Sum 41,In Too Deep,Rock and roll,,JoC3PUBmhFs,0,1
Summer Walker,Girls Need Love,Rhythm and blues,,1l8vIAvAerE,2019,3
Superbus,Ca mousse,Pop rock,,sByjPfcOO68,0,2
Superbus,Butterfly,Pop rock,,CQPNj38WscM,0,2
Superbus,Lola,Pop rock,,Rwbm281DTYc,0,2
TLC,Baby Baby Baby,Rhythm and blues,,Q2H6pTtEVlo,1992,1
TLC,Waterfalls,Rhythm and blues,,8WEtxJ4-sh4,1994,2
TLC,No Scrubs,Rhythm and blues,,FrLequ6dUdM,1999,1
TM88,Order,Rap music,"Southside, Gunna",2JNaGLw3WbA,0,1
Takeoff,Casper,Rap music,,vnddx3dS6Ks,0,1
Tanto Metro,Everyone Falls In Love Sometime,Dancehall,Devonte,FzhhKZgLT7I,0,1
Tekno,Pana,Afrobeat,,8YhAFBOSk1U,0,2
Tekno,Skeletun,Afrobeat,,KErqMcZR0KA,0,1
Teni,Case,Afrobeat,,hYx5ukr_YWw,0,1
Teni,Askamaya,Afrobeat,,Cx_SO7aWfYk,0,1
The Be Good Tanyas,Littlest Birds,Indie folk,,VdIhpkEkC4c,0,5
The Beatles,Let It Be,Rock and roll,,CGj85pVzRJs,0,1
The Black Eyed Peas,My Humps,Rhythm and blues,,iEe_eraFWWs,2005,1
The Cinematic Orchestra,To Build a Home,Acousmatic music,,qkP6Tf79UrM,0,5
The Corrs,Breathless,Dance-pop,,vzerbXFwGCE,0,1
The Drifters,Save the last dance for me,Soul,,n-XQ26KePUQ,0,2
The Drifters,Stand By Me,Soul,,YaqjpfZJjpk,0,2
The Dø,On My Shoulders,Indie pop,,q9fiSHCl5KQ,2008,5
The Game,Westside Story,Rap music,50 Cent,HiMC0IEym6w,0,1
The La's,There She Goes,Britpop,,CZXLLMbJdZ4,0,1
The Police,Roxanne,Folk rock,,3T1c7GkzRQQ,0,1
The Police,Every Breath You Take,Rock and roll,,OMOGaugKpzs,0,2
The Pussycat Dolls,Buttons,Electropop,Snoop Dogg,VCLxJd1d84s,2006,1
The Pussycat Dolls,Don't Cha,Electropop,Busta Rhymes,YNSxNsr4wmA,2005,1
The Rolling Stones,Satisfaction (I Can't Get No),Rock and roll,,nrIPxlFzDi0,0,2
The Shanghai Restoration Project,Introduction (1936),Asian American jazz,,57F79MYXD9o,0,1
The Ting Tings,That's Not My Name,Britpop,,v1c2OfAzDTI,0,3
The Ting Tings,Shut Up and Let Me Go,Britpop,,tolm-07if3c,0,1
The White Stripes,Seven Nation Army,Dance-pop,,0J2QdDbelmY,0,1
Theodora,KONGOLESE SOUS BBL,Bouyon,,Ga6jP_fjkQU,2025,1
Thierry Cham,Océan,Zouk,,_mN9NZ_18_M,2000,1
Timbaland,Give It To Me,Electropop,"Nelly Furtado,Justin Timberlake",RgoiSJ23cSc,2007,2
Timber Timbre,Hot Dreams,Jazz blues,,En1llevuLQ4,0,5
Tina Arena,Aller plus haut,French pop,,l4n6x24RRM4,1997,2
Tina Arena,Je m'appelle Bagdad,French pop,,1q4F3g5mC1U,2005,3
Tinashe,Party Favors,Dance-pop,,tNbVNlBG82E,0,1
Tom Odell,Another Love,Alternative rock,,MwpMEbgC7DA,0,2
Toni Braxton,He Wasn't Man Enough,Rhythm and blues,,9_hKXk2qSuw,0,1
Toni Braxton,Un-Break My Heart,Rhythm and blues,,p2Rch6WvPJE,1996,2
Tony Yayo,So Seductive,Rap music,,wqEncKFd7M8,0,1
Toofan,TERÉ TERÉ,Afrobeat,,O9P1g9q1JtM,0,2
Toto,Hold The Line,Soft rock,,htgr3pvBr,0,3
Tove Lo,Habits,Pop rock,,5anLPw0Efmo,0,1
Toy-Box,The Sailor Song,Pop rock,,qlti8Q-gU-Q,0,5
Tracy Chapman,Fast Car,Pop soul,,AIOAlaACuv4,1988,1
Tracy Chapman,Baby Can I hold you,Pop soul,,kjRo_CHSdt0,0,1
Trio,Da Da Da,Electropop,,lNYcviXK4rg,0,5
Tyla,Water,Afrobeat,,XoiOOiuH8iI,2024,2
U.S.A. For Africa,We Are the World,Rhythm and blues,,9AjkUyX0rVw,1985,2
UB40,Red Red Wine,Ragga,,zXt56MB-3vc,0,1
Umngan'wami,Babes,Afrobeat,"Mampintsha,Danger",y8lZUI3u6HI,0,4
Valerie June,Wanna Be On Your Mind,Jazz-funk,,949PkjZZWxk,0,5
Vanessa Carlton,A Thousand Miles,Pop rock,,Cwkej79U3ek,0,1
Vanessa Paradis,Joe Le Taxi,French pop,,Ulay2FvUEd8,1987,1
Vengaboys,"Boom, Boom, Boom, Boom!!",Electropop,,llyiQ4I-mcQ,0,1
Village People,YMCA,Disco,,CS9OO0S5w2k,0,1
Wejdene,Anissa,French pop,,M2l-X9M6zAo,0,1
Wejdene,Coco,French pop,,yiZeq3o-drA,0,1
Whigfield,Saturday Night,Electropop,,j3CWkayic5Y,0,1
Whitney Houston,When You Believe,Rhythm and blues,,LKaXY4IdZ40,1998,1
Wizkid,OJUELEGBA,Afrobeat,,Q7QiLceJSLQ,0,1
Yael Naim,New Soul,New wave,,hhE7QMXRE1g,2007,5
Yael Naim,Paris,New wave,,6R2y_2zQ4_w,2007,5
Yael Naim,Toxic,New wave,,e6kfGTykZN8,2013,5
Yasmine Hamdan,Deny,Arab pop,,5lrEZCPYr0U,0,5
Yella Beezy,Bacc At It Again,Rap music,"Quavo, Gucci Mane",MBiQVjt7Rjc,0,1
Yelle,A Cause Des Garçons,French pop,,aKM8txMizdI,0,2
Yemi Alade,Johnny,Afrobeat,,-sRNPULEOgo,0,1
Yemi Alade,Number One,Afrobeat,,P-MjbXH5uKY,0,1
Ying Yang Twins,Wait,Rap music,,Ofl1HRCrUw4,0,1
Yodelice,Familiar Fire,Indie pop,,ikDeNLDE2-M,0,4
Young Thug,Guwop,Rap music,"Quavo, Offset, and Young Scooter",NTayABOrFrk,0,1
Young Thug,Circle Of Bosses,Rap music,Quavo,UA5baCJw5gU,0,1
Young Thug,What's The Move,Rap music,Lil Uzi Vert,L32ZHlOqqGY,0,1
Young Thug,Hot,Rap music,"Gunna,Travis Scott",leJNDpm_G10,0,1
Young Thug,Chanel,Rap music,"Gunna,Lil Baby",yCPCqbwfe58,0,1
Young Thug,Halftime,Rap music,,KyCTZ8c-trc,0,1
Youssou N'Dour,7 Seconds,Singer-songwriter,Neneh Cherry,wqCpjFMvz-k,1994,5
Zaho,Je Te Promets,French pop,,6yUb-hqF_wY,2009,1
Zaho,C'est Chelou,French pop,,pHy0LkdpxSU,0,1
a-ha,Take On Me,Electropop,,djV11Xbc914,0,1
alt-J,Breezeblocks,Alternative rock,,rVeMiVU77wo,0,3
björk,It's Oh So Quiet,Indie pop,,htobTBlCvUU,1995,1
t.A.T.u.,All the things she said,Rock and roll,,oJoRrf_KfQ4,0,2
