id,name,spotify_id,genre,spotify_avatar
365,The Drifters,1FqqOl9itIUpXr4jZPIVoT,,https://i.scdn.co/image/3361d8c88dc781f3a76657778454051db42e6d9e
366,The Dø,2mcNCn1qbZUQ3J9KHapUxj,,https://i.scdn.co/image/0d94f0d43132aa9762a9958e4eba50c049d956ce
367,The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,,https://i.scdn.co/image/aafc4156598fa9f8f052ec5687e648ba9120f07e
368,The Game,0NbfKEOTQCcwd6o7wSDOHI,Rap music,https://i.scdn.co/image/ab6761610000e5eba657aa5506945d264e147244
369,The La's,47Z8LEl3LnQkcpva0xSthT,,https://i.scdn.co/image/e2657fa7789ec2be647b71076b46f980f7540c73
370,The Plastic Ono Band,4m2kfAHEnK7Z7qLGxeWtro,,https://i.scdn.co/image/ab6761610000e5eb01f6227cc7b24c0b740ff848
371,The Police,5NGO30tJxFlKixkPSgXcFE,,https://i.scdn.co/image/72fe2cadb69ab59960ae3dbd29618549e4432699
372,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,,https://i.scdn.co/image/ab6761610000e5eb292575f7d081016e04dff9ee
373,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8
374,The Shanghai Restoration Project,0EP5EpsiMP8oLYy7sPHwf9,,https://i.scdn.co/image/ab6761610000e5ebdbc1170d337c9ae619b8d5b9
375,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,,https://i.scdn.co/image/ab6761610000e5eb525060ec706fc0f5dd7a2878
376,The White Stripes,4F84IBURUo98rz4r61KF70,,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9
377,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,,https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b
378,Timber Timbre,7HeVXdOdMhLslVputGTZFQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebc66bd6288b6f7fb11ac1bc40
379,Tina Arena,1ZTCpKWDwHhbjhkdHhvTm8,,https://i.scdn.co/image/ab6761610000e5eb9aad26a0f7c7fbb791aed6e5
380,Tinashe,0NIIxcxNHmOoyBx03SfTCD,,https://i.scdn.co/image/ab6761610000e5eba669f860c74c9007934d2cb6
381,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,,https://i.scdn.co/image/ab6761610000e5eb532e8dd8ba9fbd5e78105a78
382,Toni Braxton,3X458ddYA2YcVWuVIGGOYe,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb89773feeaeff0e1cb4951d37
383,Tony Yayo,50UMTib697JJ44le8DO2Va,Rap music,https://i.scdn.co/image/af4998b29a084cf9f1507a1428c4645688e5fea0
384,Too $hort,4sb7rZNN93BSS6Gqgepo4v,,https://i.scdn.co/image/ab6761610000e5ebe1000f5b1cde8889cf4dc44b
385,Toofan,5BfpzKNakWiXUNm1RfBgUi,,https://i.scdn.co/image/ab6761610000e5eb336d715decf9d4737d65813b
386,Toto,0PFtn5NtBbbUNbU9EAmIWF,,https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06
387,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,,https://i.scdn.co/image/ab6761610000e5eb2360c963315739fc33b01687
388,Toy-Box,0BYEp3eyHK9Wsp4t2Ad1R8,,https://i.scdn.co/image/4cca3caba269ae28b285e448142214aa2515db95
389,Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,Rhythm and blues,https://i.scdn.co/image/fe0085416276eb64c28eda1d2ef1feecbaa16d60
390,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71
391,Trio,417rMeQ1e1B90lsiS1iMZ1,,https://i.scdn.co/image/8ad1809ee7fe02f1c348b2d075065aa78ffe9e77
392,Tujamo,2vVNxGBvKRQMWwI5c8KmYh,,https://i.scdn.co/image/ab6761610000e5eb4ff3493ab05afb520e3a4380
393,Ty Dolla Sign,7c0XG5cIJTrrAgEC3ULPiq,,https://i.scdn.co/image/ab6761610000e5eb24b3c0f33bc5e3f6a53f84d7
434,U.S.A. For Africa,7sF6m3PpW6G6m6J2gzzmzM,Rhythm and blues,https://i.scdn.co/image/ab67616d0000b273920f421260033ee54865d673
394,UB40,69MEO1AADKg1IZrq2XLzo5,,https://i.scdn.co/image/ab6761610000e5eb057ec513c696b66901270810
395,Umngan'wami,4ClziihVpBeFXNyDH83Lde,,https://i.scdn.co/image/ab6761610000e5eb55b976c32dbc2fb158a3981a
396,Valerie June,4QZdOCb3UacKbQ1ybDFAKM,,https://i.scdn.co/image/ab6761610000e5eba4d591c3d5009ceddb94c822
397,Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,,https://i.scdn.co/image/ab6761610000e5eb9a9873aca07694682036f5b7
398,Vanessa Paradis,1FmxE030Xe2H8Bn9bdv6Pd,French pop,https://i.scdn.co/image/bd26cfb38c01991fa2fbb71053c567c4537e9a6e
399,Vengaboys,0cwmNvclzPd8mQnoHuIksj,,https://i.scdn.co/image/ab6761610000e5eb957b1db0e338bbf2fe2cdc37
400,Vika Jigulina,34dZRjYum6vVBGslgYaBtB,,https://i.scdn.co/image/ab67616d0000b273695991d6f4a544a05df4c1c0
401,Village People,0dCKce6tJJdHvlWnDMwzPW,,https://i.scdn.co/image/ab6761610000e5eb60571cd7326957308bad6380
403,Wejdene,1SxuyHZnLUFyFHGzdGaxZk,,https://i.scdn.co/image/ab6761610000e5eb286465e95bce362747d44be2
404,Whigfield,0lHoDF96DNKSIcIpcOfMnq,,https://i.scdn.co/image/ab6761610000e5eba1414d4790f546e86fea6b03
433,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51
406,Wizkid,3tVQdUvClmAT7URs9V3rsp,,https://i.scdn.co/image/ab6761610000e5ebfa2e36a9d14dc11f3233bb4a
407,Wyclef Jean,7aBzpmFXB4WWpPl2F7RjBe,,https://i.scdn.co/image/ab6761610000e5ebad53e714cc3481bd069bfc93
408,Yael Naim,32aFdXARUiqP81SXqIPD4w,,https://i.scdn.co/image/ab6761610000e5eb6898fb91c70d5e6a10a67fde
409,Yasmine Hamdan,5VElAWe58JiEzEl4vtjw7J,,https://i.scdn.co/image/ab6761610000e5eb5489a3dd0030f64ceab2420b
410,Yella Beezy,7kwCkEJ384PWm0UQW3hxjS,Rap music,https://i.scdn.co/image/ab6761610000e5eb19885a885ca44e6781163f18
411,Yelle,0WbqAlM1WvfUD6dF7omThd,French pop,https://i.scdn.co/image/ab6761610000e5ebcf45d275cf9b3788c96fd6b3
412,Yemi Alade,7fKO99ryLDo8VocdtVvwZW,,https://i.scdn.co/image/ab6761610000e5eb2ce4e49443ccea1a7abf2e4d
413,Ying Yang Twins,44PA0rCQXikgOWbfY7Fq7m,Rap music,https://i.scdn.co/image/8a522c7faa13cf4321ca6bea075fd97f75f40cfe
414,Yodelice,167abweXl3demO9x0VMMeJ,,https://i.scdn.co/image/ab6761610000e5eb0ed74d3ef6aa3f6887b63d0a
415,Young Scooter,4cmA2QDPdzh8W2ytpyUGes,,https://i.scdn.co/image/ab6761610000e5eba92577640045c4dd4d455a91
416,Young Thug,50co4Is1HCEo8bhOyUWKpn,Rap music,https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed
417,Youssou N'Dour,77zlytAFjPFjUKda8TNIDY,,https://i.scdn.co/image/ab6761610000e5ebc6ce99c0d31331765bd499e2
418,Zaho,38GSybQjdc6sxptciOkxMq,French pop,https://i.scdn.co/image/ab6761610000e5eb7e1088a61b4f3b3d30f9d82b
419,a-ha,2jzc5TC5TVFLXQlBNiIUzE,,https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067
420,alt-J,3XHO7cRUPCLOr6jwp8vsx5,,https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b
421,björk,7w29UYBi0qsHi5RTcv3lmA,,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207
422,t.A.T.u.,2Q3eZMfDQgT8MhPowKFXYO,,https://i.scdn.co/image/ab6761610000e5ebc8bb15d091287d6ce663d430
