id,name,spotify_id,genre,spotify_avatar
186,John Lennon,2s4tjL6W3qrblOe0raIzwJ,,https://i.scdn.co/image/ab6761610000e5eb2cfed18861c121d7cfe9ee96
187,Johnny cash,6kACVPfCOnqzgfEF5ryl0x,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb94a8326675bfcafb20f0a235
188,Joss Stone,7bvcQXJHkFiN1ppIN3q4fi,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebaf8e9730026523b1ef1eedb8
189,Juanes,0UWZUmn7sybxMCqrw9tGa7,,https://i.scdn.co/image/ab6761610000e5eb330d24db775125dcec2c7b4c
190,Julie Zenatti,3CoYG5pUuCzGnXzPoOkaNY,,https://i.scdn.co/image/ab6761610000e5ebc623cbf85c3d91903107733f
191,Julien Doré,6jStlKLflTMUN6BajxrNlj,,https://i.scdn.co/image/ab6761610000e5eba7475b5895e9a1d3800d60e4
192,Justin Timberlake,31TPClRtHm23RisEBtV3X7,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7a5cfe2597665a3d160e805e
193,K Camp,5bgfj5zUoWpyeVatGDjn6H,Rap music,https://i.scdn.co/image/ab6761610000e5eb2948cd9251b72583d6319140
440,K-Ci & JoJo,05RZIdfz59ZW2FvFuwnmNK,Rhythm and blues,https://i.scdn.co/image/3de68d33a1cc5dd51b61ddf68e7471955ba8266c
194,Kalash,3J7r4VsNmuWixU0nXvyPd8,Rap music,https://i.scdn.co/image/ab6761610000e5ebbeffebd066171f03029a3c2a
426,Kamini,7wkxPRg2kNTzASm38ESobG,Rap music,https://i.scdn.co/image/ab67616d0000b27328b92a46f7291d038fdecfeb
195,Kaoma,1LsXqDdYVyONhrjAORENbu,,https://i.scdn.co/image/ab67616d0000b27370a92681f8aff88714cb0296
196,Kash Doll,3u579Gdap91lMptBSdXTpf,Rap music,https://i.scdn.co/image/ab6761610000e5eb3ae964ef740d482d7cebcc1c
197,Kat DeLuna,0bOlhT8OcoC1lCpN69NcFP,,https://i.scdn.co/image/ab6761610000e5ebaadbf3efa3011c328f847a26
198,Kate Nash,5vBKu1igxFo6g1sHADkIdg,,https://i.scdn.co/image/ab6761610000e5ebd12d6e0c00e078cf73744d9a
199,Katie Melua,5uCXJWo3WoXgqv3T1RlAbh,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb66cf8e94a58ca0238ecd0a9b
200,Katie Noonan,4ch5DvHFpBlRtZAERVcfHr,,https://i.scdn.co/image/ab6761610000e5ebdff17ae1816023449961e44a
201,Katy Perry,6jJ0s89eD6GaHleKKya26X,,https://i.scdn.co/image/ab6761610000e5eb5e5f676a99a81dba06cc3db6
202,Ke$ha,6LqNN22kT3074XbTVUrhzX,,https://i.scdn.co/image/ab6761610000e5eb2ac07249400857d8b16dc17a
203,Keane,53A0W3U0s8diEn9RhXQhVz,,https://i.scdn.co/image/ab6761610000e5eb92f6dba2793814a1c5aa8d35
204,Kelis,0IF46mUS8NXjgHabxk2MCM,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebd1222863c4217cf03dde3613
205,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,,https://i.scdn.co/image/ab6761610000e5eb20b8c7d395994dc81a85f291
431,Kelly Rowland,3AuMNF8rQAKOzjYppFNAoB,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7c614a2b3cedfc53e4679c2e
206,King africa,2vAu3qMgOvtukijgajuXhM,,https://i.scdn.co/image/ab6761610000e5ebaabb411dd2d09c0f6f7c5ed4
207,Koba LaD,1q7T9rFQ2a2ukA1PU51fo3,Rap music,https://i.scdn.co/image/ab6761610000e5eb59d9403f63dbda10b2875c53
208,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,Rap music,https://i.scdn.co/image/ab6761610000e5eb70c05cf4dc9a7d3ffd02ba19
209,Koffee,1gWjcmBsveEYMxOZ0VRi32,,https://i.scdn.co/image/ab6761610000e5ebcd0a7077824ca67fe4ce2850
210,Koffi Olomide,7e14Bh8oZXNRmZxjhhTARb,,https://i.scdn.co/image/ab6761610000e5eb8e4b5946ca3ca42359d9b5ee
211,Kool & The Gang,3VNITwohbvU5Wuy5PC6dsI,,https://i.scdn.co/image/ab6761610000e5eb69287c3f1b150bbead642499
212,Korede Bello,2TwUVWFJs4LD0lOBbJXnNa,,https://i.scdn.co/image/ab6761610000e5ebb1c20eed912deca20590da98
213,Koxie,54eDBxDgfcmO6jqlKg0XLb,,https://i.scdn.co/image/ab6761610000e5ebae7186179384c1f51aa2c14e
214,Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,,https://i.scdn.co/image/ab6761610000e5eb9a8ae4546aa5fb59aac60262
215,Kyo,15uQG9wIjrfNYm9rHcEFwS,,https://i.scdn.co/image/ab6761610000e5eb9ab4bce8ed6a72ab17b42ffc
216,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6
217,Latto,3MdXrJWsbVzdn6fe5JYkSQ,Rap music,https://i.scdn.co/image/ab6761610000e5eba11b0b5c37498f5dddb1bd7b
218,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,,https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e
219,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,,https://i.scdn.co/image/ab6761610000e5ebe9cf3862b8027eb5b9f6b831
220,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Rap music,https://i.scdn.co/image/ab6761610000e5eb6cad3eff5adc29e20f189a6c
221,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,Rap music,https://i.scdn.co/image/ab6761610000e5ebf893feb44e74c8b4c15ecc95
222,Lil Loaded,7scapvSjZLSm0fBgqGM0Mn,Rap music,https://i.scdn.co/image/ab6761610000e5eb8cc6644007a3c1510ba2e935
223,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Rap music,https://i.scdn.co/image/ab6761610000e5eba8ce348f34f18241d3249fa9
224,Lil Wayne,55Aa2cqylxrFIXC767Z865,Rap music,https://i.scdn.co/image/ab6761610000e5ebc1c08e541eae3cc82c6988c4
225,Lil Yachty,6icQOAFXDZKsumw3YXyusw,Rap music,https://i.scdn.co/image/ab6761610000e5eb86c7c38d4c8c461dba55035c
226,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,Rap music,https://i.scdn.co/image/ab6761610000e5eb44f424402a1933b745019107
227,Lily Allen,13saZpZnCDWOI9D4IJhp1f,,https://i.scdn.co/image/ab6761610000e5eb4816f55146bf03d294005165
228,Lisa Stansfield,2jS7I1u7BpgWT9ssG62Zr1,,https://i.scdn.co/image/ab6761610000e5ebf5030c0934958ec99d386bc4
229,Lizzo,56oDRnqbIiwx4mymNEv7dS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb0d66b3670294bf801847dae2
230,London Grammar,3Bd1cgCjtCI32PYvDC3ynO,,https://i.scdn.co/image/ab6761610000e5eb03fca863ba2e1e379ad19998
231,Lorie,2ixb8I8BVdLRywPPklssgM,French pop,https://i.scdn.co/image/ab6761610000e5ebabf69eecaf0149dc14db4c28
232,Los Del Rio,2JXn03fudjyRkQ1Ye9f5rk,,https://i.scdn.co/image/ab6761610000e5eb80db2204010a200f07de58dc
233,Lud Foe X Z-Money,0Cu32uCaqDJYQADOev92Et,Rap music,https://i.scdn.co/image/ab6761610000e5ebde8a95961bcfb55f79382920
234,Ludacris,3ipn9JLAPI5GUEo4y4jcoi,Rap music,https://i.scdn.co/image/0515a0dfc9c25cd8290cc4be58abf6f66f21706a
235,Lykke Li,6oBm8HB0yfrIc9IHbxs6in,,https://i.scdn.co/image/ab6761610000e5eb0bf8a86c8e3a34bb4934abb7
236,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,,https://i.scdn.co/image/ab6761610000e5eb451eb07ddc6e68d3e474c2bf
237,M.C. Hammer,2rblp9fJo16ZPTcKDtlmKW,Rap music,https://i.scdn.co/image/80166b125a7e32ab55a867ca704c1f414d4ccc39
238,M.O.P.,1BH45DVSTeGBvcYXNCd67g,Rap music,https://i.scdn.co/image/ab6761610000e5eb5cc50382a0668ae107a972d2
239,M83,63MQldklfxkjYDoUE4Tppz,,https://i.scdn.co/image/ab6761610000e5ebfdb74f864a7a2cca6014a8a6
240,MGMT,0SwO7SWeDHJijQ3XNS7xEE,,https://i.scdn.co/image/ab6761610000e5eb9dccdc8f4087cbe2bdedc9d3
241,MKL,57Vnemieu10x71jR2UWc4o,Rap music,https://i.scdn.co/image/ab6761610000e5eb04ecd72cd2181dfb4faec55a
242,Macy Gray,4ylR3zwA0zaapAu94fktwa,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb1f2b77b2426a741478bbbaf6
243,MadeinTYO,5SyGEPymt1G2uto47tVWvZ,,https://i.scdn.co/image/ab6761610000e5eba355df72cb79fb74616b7e23
244,Maes,6L34dW6SKMSDaGIfYDU19j,Rap music,https://i.scdn.co/image/ab6761610000e5eb94d3aff5f84dfc8bf111f157
245,Mai Lan,2mDibyYe7k76MBMSZDTGo1,,https://i.scdn.co/image/ab67616d0000b273ff63c911808bdaffd5db8d7f
246,Major Lazer,738wLrAtLtCtFOLvQBXOXp,,https://i.scdn.co/image/ab6761610000e5eb133f44ab343b35c715a4ac97
247,Mampintsha,2XyZibBnLI6ciT5J5ynkUK,,https://i.scdn.co/image/ab67616d0000b2733909c816b1a90b068a9c0635
248,Maravillas de Mali,3bOctOMNMbRy5E8treNpSK,,https://i.scdn.co/image/ab6761610000e5eb52c3eda25a30a403797078fd
427,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb35c3eff5d73f7e20ba3c9a2e
249,Maroon 5,04gDigrS5kc9YWfZHwBETP,,https://i.scdn.co/image/ab6761610000e5ebf8349dfb619a7f842242de77
250,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,,https://i.scdn.co/image/f69e669cd95c6008c6220fd060982ff9516ed636
251,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,,https://i.scdn.co/image/52c2a824e84f4e8adf0b12418f9f8306b4b5b77a
438,Meredith Brooks,2QmLFuIDtNDmmJY3OtvinN,Electropop,https://i.scdn.co/image/56b19ef06c56431583675c2c16448b1993c669e9
252,Mesparrow,5ai4H4duxTBym6XsFjuGlD,,https://i.scdn.co/image/ab6761610000e5eb2ed28965bff7cd75a373c153
253,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,,https://i.scdn.co/image/ab6761610000e5ebdf9a1555f53a20087b8c5a5c
443,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb997cc9a4aec335d46c9481fd
254,Migos,6oMuImdp5ZcFhWP0ESe6mG,Rap music,https://i.scdn.co/image/ab6761610000e5ebf4593f7b778219838d858c34
255,Mika,5MmVJVhhYKQ86izuGHzJYA,,https://i.scdn.co/image/ab6761610000e5ebc5adcd7630c57d002cc5a645
256,Milky Chance,1hzfo8twXdOegF3xireCYs,,https://i.scdn.co/image/ab6761610000e5eb44692946203bdd94759116e3
257,Milow,6mo0UbyIvIePdXNyLwQlk5,,https://i.scdn.co/image/ab6761610000e5ebd8167838eeea4e8cddfcc045
258,Mis-Teeq,6csA2rxNLkQJXeEa7lyGXn,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb01604c583eee95123e61098c
259,Missy Elliott,2wIVse2owClT7go1WT98tk,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c
260,Moriarty,3iTsJGG39nMg9YiolUgLMQ,,https://i.scdn.co/image/75416e947bf832f9181500e2da9ebd5feed53d93
261,Moriarty Meets Mama Rosin,3gXj2P4t2wkBTjvJ8s64BE,,https://i.scdn.co/image/ab6761610000e5ebe905fd9e24019bc418c1e396
262,Mory Kanté,0roLSs1WqlurDniSZ1pttN,,https://i.scdn.co/image/96548389c36f0fa76fa5b3f1bf1118ac67074227
263,Mr Eazi,4TAoP0f9OuWZUesao43xUW,,https://i.scdn.co/image/ab6761610000e5eb6bb92fd0515f7bb07ec67a98
264,Mungo Jerry,2mbvqMGpwLsakeH45p1Jrb,,https://i.scdn.co/image/ab6761610000e5eb63d7307f5e3c9f7538af6877
265,My American Heart,40ahTPmIE9WQOOTutV1dwc,,https://i.scdn.co/image/ab6761610000e5eb54bc48d8b533fbe67a406679
266,Mya,6lHL3ubAMgSasKjNqKb8HF,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebfdc389563fdfb51527f4603d
267,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,Rap music,https://i.scdn.co/image/ab6761610000e5ebe2c985e8509fc8788a5a5208
268,Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,,https://i.scdn.co/image/ab6761610000e5eb2e023776b822635846e1f5f1
269,Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,,https://i.scdn.co/image/ab6761610000e5eb15f48264917c2b09a573ecc7
270,Natasha St-Pier,1miK7RIscxXIgQgHQ0G7ch,,https://i.scdn.co/image/ab6761610000e5ebcd55923ff87894189b6884aa
271,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebd2ce0bf5614b54bd44e059d5
272,Neneh Cherry,3JxCEqL9zjKnDJgUhRuRJD,,https://i.scdn.co/image/ab6761610000e5eb72aecba283cf67c2f058980e
273,Nolwenn Leroy,6suRVbMTiFWlTpB6fdLdF2,,https://i.scdn.co/image/ab6761610000e5eb08a61d1e3eea5c114fcc8304
274,Nomads,6aUKy2LG1OU6KhYOZADolN,,https://i.scdn.co/image/ab6761610000e5eb7a0ae37f224490ad5440b281
275,Oasis,2DaxqgrOhkeH0fpeiQq2f4,,https://i.scdn.co/image/ab6761610000e5eb0522e98a6f0cf1ddbee9a74f
276,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,Rap music,https://i.scdn.co/image/ab6761610000e5eb628143c3dd14fc995f925d56
277,Olivia Ruiz,12OSqKGORygb2C6H36qKuj,,https://i.scdn.co/image/ab6761610000e5eb1901412c66270f5b3109d656
278,Os Banah,0YrwMp3TZqDED4LRMk81iD,,https://i.scdn.co/image/ab67616d0000b2731e26c43cc7ae5e11a8d3ca8f
279,Otis Redding,60df5JBRRPcnSpsIMxxwQm,,https://i.scdn.co/image/a5897eff01844c42d894a586e618ebc4aa0b9d2f
280,Ouais Chery,0xrkjwFe3CIbYHTpMRi7ED,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb12c94b2ea0bb617531714497
281,Outlandish,5tqMW5dSAlvh0GvgD3XfDy,,https://i.scdn.co/image/ab6761610000e5eb228dedcb9ba0116a58bfdce4
282,Owl City,07QEuhtrNmmZ0zEcqE9SF6,,https://i.scdn.co/image/ab6761610000e5ebce3fbd73ae4f8b3ff54a0a5c
283,P Square,42IUN9kTPdUdI1kre6L7Wk,,https://i.scdn.co/image/ab6761610000e5eb7c6b34713eca70196726378f
284,P!nk,1KCSPY1glIKqW2TotWuXOR,Pop punk,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588
285,Passenger,0gadJ2b9A4SKsB1RFkBb66,,https://i.scdn.co/image/ab6761610000e5eb3eb6f55c271d954cc871954f
286,Pat Boone,7fmKtIgmxqNEKjATioVNsu,,https://i.scdn.co/image/ab6761610000e5eb1d6bec189c1ca27f6ce699dc
287,Patience & Prudence,4F78tRprgxpEnopKTTWXor,,https://i.scdn.co/image/ab67616d0000b2735f71ec43b302d6fad5688f1b
288,Pep's,6dvyAgidTbcn9vJO1eWQ6y,,https://i.scdn.co/image/562cf9d4dea2bf0dcbfb7c47aca15abbbdbce860
289,Peter Bjorn And John,6u11Qbko2N2hP4lTBYjX86,,https://i.scdn.co/image/ab6761610000e5eb9cc950721c840af3679622f3
290,Petey Pablo,4Js9eYwAf9rypNtV8pNSw9,,https://i.scdn.co/image/ab6761610000e5ebe308e14a34efcb2f11e2013d
291,Phil Collins,4lxfqrEsLX6N1N4OCSkILp,,https://i.scdn.co/image/ab6761610000e5ebd4e38c4e3e5c82774740e28d
292,Portishead,6liAMWkVf5LH7YR9yfFy1Y,,https://i.scdn.co/image/27802710b01453435de93d71bab2c9988a841ace
293,Prokofiev,4kHtgiRnpmFIV5Tm4BIs8l,,https://i.scdn.co/image/3d519206c3e18b8de2d8749988a398ded9a6b625
294,Quality Control,6i392l38cR3uBPF0DbNs7S,Rap music,https://i.scdn.co/image/ab67616d0000b273f5c547a4335523f10a802f94
295,Quavo,0VRj0yCOv2FXJNP47XQnx5,Rap music,https://i.scdn.co/image/ab6761610000e5ebd52229f479361a2375f6021c
296,Queens Of The Stone Age,4pejUc4iciQfgdX6OKulQn,,https://i.scdn.co/image/ab6761610000e5eb909b2c4b7c768ee03445cd10
297,Radical Face,5EM6xJN2QNk0cL7EEm9HR9,,https://i.scdn.co/image/ab6761610000e5eb525cf67298ee623539c1b8bf
298,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb6fc460f10177fa38af69b8bf
299,Rayvanny,7G9dCn1mqomAa0ucJoBm6J,,https://i.scdn.co/image/ab6761610000e5eb5c0d680fc6f8578c2493934b
300,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,,https://i.scdn.co/image/ab6761610000e5eba36a9f95d59ab791d5e897e9
301,Rema,46pWGuE3dSwY3bMMXGBvVS,,https://i.scdn.co/image/ab6761610000e5eb0100fea4bd79ae2ce801be09
302,Renan Luce,7f2jQ928ZRehCJrGGHN46J,,https://i.scdn.co/image/ab6761610000e5ebbbf5b5346dcf909179957b4b
303,Rick Astley,0gxyHStUsqpMadRV0Di1Qt,,https://i.scdn.co/image/ab6761610000e5eb019782a5d4654e00db2a28a0
304,Ricky Nelson,73sSFVlM6pkweLXE8qw1OS,,https://i.scdn.co/image/3c0b0278e7cc5a8f062f7797993e099683b10e1e
305,Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,,https://i.scdn.co/image/e97b7cd22945863ebc926c5c8e4e92bd2b8698d9
306,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789
307,Rilo Kiley,2cevwbv7ISD92VMNLYLHZA,,https://i.scdn.co/image/2b56ef4b6f2093ebb46b18cbb4c0fccb9f27b2e2
308,Rita Hayworth,24u2lWQYyTWB7VUTnwEavi,,https://i.scdn.co/image/ab67616d0000b27346d4cdd08ab5c14b2f71f3e1
309,Roméo Elvis,2pHk4wAmL7ofTAuvCIUWtv,,https://i.scdn.co/image/ab6761610000e5eb243f1b8756f0bbd0fcdb7260
310,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034
311,Rudeboy,583D4MicNImtI9URI0fIFT,,https://i.scdn.co/image/ab6761610000e5ebbdfe992b6463746c79b8138b
312,SAODAJ',3RR7yaMwyMZ00dVrXmO8ow,,https://i.scdn.co/image/ab6761610000e5eb2c4d833d18d2796c7bb6f07a
313,SCH,2kXKa3aAFngGz2P4GjG5w2,Rap music,https://i.scdn.co/image/ab6761610000e5ebcbdc659419a9f684e547164e
314,SEFYU,2OULCPo7k0vPKlEZimhaVc,Rap music,https://i.scdn.co/image/ab6761610000e5eb96cc237b24316fe2f2ae6195
315,SEVDALIZA,5MraexJKZDrQYzS98kNwie,,https://i.scdn.co/image/ab6761610000e5eb62ee96f535c8939e42bb68d7
316,SEXY SUSHI,6yNXUzxIakMVY5LoVgZGHG,,https://i.scdn.co/image/ab6761610000e5eb3649e4fb8d618d1baa1f7bb5
317,SNAP!,2FrKQPjJe4pVMZOgm0ESOx,,https://i.scdn.co/image/ab6761610000e5eb1097cae1ae4199d388081661
318,SWV,2NmK5FyrQ18HOPXq1UBzqa,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb2c43fa54ddf21c961d2fd6c3
319,Sade,47zz7sob9NUcODy0BTDvKx,,https://i.scdn.co/image/ab6761610000e5eb92883b0e094a36d2f43ad284
320,SahBabii,7GuUYiGZOzQwq4L6gAfy1T,Rap music,https://i.scdn.co/image/ab6761610000e5eb6a379e26fd4999a0b9bc9baa
321,Salt-N-Pepa,7wqtxqI3eo7Gn1P7SpP6cQ,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb0675a243b8f4b5301f514206
322,Sandra Dee & Bobby Darin,0EodhzA6yW1bIdD5B4tcmJ,Rhythm and blues,https://i.scdn.co/image/0145d946866cb2205bba2f17ab445e290eb1ec4c
323,Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,,https://i.scdn.co/image/ab6761610000e5eb0bae7cfd3b32b10154e0b8b3
324,Sarah Blasko,75jU2q0uEWzSIlqRJtedJV,,https://i.scdn.co/image/ab6761610000e5eb1a1dc351a9cf6837c55d20f0
325,Sarkodie,01DTVE3KmoPogPZaOvMqO8,,https://i.scdn.co/image/ab6761610000e5ebdc9f92be0e1d353f4f7a037b
439,Seal,5GtMEZEeFFsuHY8ad4kOxv,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebe29f9c69aad50e33fa61805a
326,Sean P,3Isy6kedDrgPYoTS1dazA9,,https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22
425,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,Dance-pop,https://i.scdn.co/image/ab6761610000e5ebc3c753851496854e29abff7a
327,Shakira,0EmeFodog0BfCgMzAIvKQp,,https://i.scdn.co/image/ab6761610000e5eb2528c726e5ddb90a7197e527
328,Shalala lala,2njkfzRhOJFKLWFTu8FNWx,,https://i.scdn.co/image/ab6761610000e5eb1173fe0d523590d3ff1ea3b1
329,Shanel Hill,4Voj5mMTNvEhyP1hmPJAeM,,https://i.scdn.co/image/ab67616d0000b273a37de6d85d388a04596bff35
330,Shania Twain,5e4Dhzv426EvQe3aDb64jL,,https://i.scdn.co/image/ab6761610000e5eb01022f4092cb96e0a91811a5
331,Shanice,0Ttph0pOZiPNTD3y2wUUb6,Rhythm and blues,https://i.scdn.co/image/50ce596949e8d05d1ad380a649aabad8629164f7
104,Shanika,4bRIHVXfIPH6r3qe1Suybf,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5eb007ed1c2c1505f2975463e39
102,Shannon,6A5Ns1SpGWTt8SzXPwiqVE,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5eb2c83cf30c063810760cb2ab2
332,Sheryl Crow,4TKTii6gnOnUXQHyuo9JaD,,https://i.scdn.co/image/ab6761610000e5eb962c94da847bcc4ef21c4ad9
333,Sho Madjozi,08V2vgJBY6VLoUPWlznRKo,,https://i.scdn.co/image/ab6761610000e5eb0cd53b8135071be85329535c
334,Sinéad O'Connor,4sD9znwiVFx9cgRPZ42aQ1,,https://i.scdn.co/image/ab6761610000e5eb973ffafbef7825fdaa2ae5c5
432,Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,Rhythm and blues,https://i.scdn.co/image/4aed80b41410e15695438b0dc1e54805a92873b2
335,Skepta,2p1fiYHYiXz9qi0JJyxBzN,,https://i.scdn.co/image/ab6761610000e5eb247e3bd61bd004869b5bffc3
336,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,Rap music,https://i.scdn.co/image/ab6761610000e5eb6fe251c4f2ab0cffe13c7cd0
337,Skiibii,72Z2AhMKpxZjLNnPMyinUE,,https://i.scdn.co/image/ab6761610000e5eb9f634440f5804eb98db5a6ef
338,Slim Thug,0st5vgzw9XkH5ALJiUM1lE,,https://i.scdn.co/image/ab6761610000e5eb474b284211d41aa5ce2f7a09
339,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,Rap music,https://i.scdn.co/image/ab6761610000e5ebc19a88576ebe6fcbb325c297
340,Sophie Ellis-Bextor,2cBh5lVMg222FFuRU7EfDE,,https://i.scdn.co/image/ab6761610000e5eb78ac16f5d194c15658e80fce
341,Southside,23DYJsw4uSCguIqiTIDtcN,,https://i.scdn.co/image/ab6761610000e5eb78c315b04122bfc826bf9697
342,Spice Girls,0uq5PttqEjj3IH1bzwcrXF,,https://i.scdn.co/image/ab6761610000e5eb2e91ffbba84e8e94bafbc6d7
343,Spotless,7zd8O0lGS5sHftyvnhtWD1,,https://i.scdn.co/image/ab6761610000e5eb11cc48c6b18181302b4ea2aa
344,Stacy,3q8tRS0hCMVCylgKAoA0ya,,https://i.scdn.co/image/8b60f098a854a024d7f4849b52f538d7d04e7c63
345,StarBoy,2udaNgT7EdnplmMaAAkP25,,https://i.scdn.co/image/ab6761610000e5eb9b059136a6563b34c8c3ca2b
346,Stereo Total,662bj9rCw8Twt6JDAMmMDb,,https://i.scdn.co/image/ab6761610000e5ebc7ed6a9ee7bddee65d2c6b3a
347,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,,https://i.scdn.co/image/ab6761610000e5ebcf85b39d94c486218a687248
424,Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,Funk,https://i.scdn.co/image/37c7875911b1d8195b05d40061a86bd01908a0d9
348,Sting,0Ty63ceoRnnJKVEYP0VQpk,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb9fdb4dab484a9f12e347c216
349,Stormzy,2SrSdSvpminqmStGELCSNd,Rap music,https://i.scdn.co/image/ab6761610000e5eb674d29e07df021a35df3ddf1
350,Sum 41,0qT79UgT5tY4yudH9VfsdT,,https://i.scdn.co/image/ab6761610000e5eb625af80b68ae4eb559c6c417
351,Summer Walker,57LYzLEk2LcFghVwuWbcuS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebe0ff24e6eb6e1c0214f158b6
352,Superbus,3Hog7RVQ1lAv1crdfiJPLq,Pop rock,https://i.scdn.co/image/ab6761610000e5eb735edc388fce2f4c242e1e1d
353,TLC,0TImkz4nPqjegtVSMZnMRq,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5eb7356ae4581e46319f99c813a
354,TM88,5RMUeKq0dZxg9RHE1f0B9P,Rap music,https://i.scdn.co/image/ab6761610000e5eb477c0251af51e3dc08161c40
355,Takeoff,3EW0kQ1skZiK1NHg3Spt9J,Rap music,https://i.scdn.co/image/ab6761610000e5ebd986fb8037e0b8e2f9f4f37d
356,Tanto Metro,4mVpYIVAOE8sEdYuL8HDpd,,https://i.scdn.co/image/ab6761610000e5eb23af7fb6b9934f1dd241ca96
357,Tekno,6IhG3Yxm3UW98jhyBvrIut,,https://i.scdn.co/image/ab6761610000e5ebbdfa92a97f9da3258e7776e9
358,Teni,3ukrG1BmfEiuo0KDj8YTTS,,https://i.scdn.co/image/ab6761610000e5ebb660f04f0452e80160feb13c
359,Terri,19TPpTWkgX13Qc2stbqVoP,,https://i.scdn.co/image/ab6761610000e5eb6d0592295377a93cb370b775
360,The Be Good Tanyas,37PywjKNsxHji5F9eFODF2,,https://i.scdn.co/image/691e56fb2b282de87d423a9602ac40146cba796b
361,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433
362,The Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Rhythm and blues,https://i.scdn.co/image/ab6761610000e5ebb3037310c07b99cbefbd2c6d
363,The Cinematic Orchestra,32ogthv0BdaSMPml02X9YB,,https://i.scdn.co/image/ab6761610000e5eb9e2576943e27fcddc3bb3646
364,The Corrs,1VbWUxZTRNY2gw3qZ1tg9W,,https://i.scdn.co/image/ab6761610000e5eb599f5b4f1ea78db47fbead4e
