id,artist,name,genre,artist_name,featured_artists,youtube_id,year,difficulty
528,443,Bad,Rhythm and blues,,,Sd4SJVsTulc,1987,1
527,443,You Rock My World,Rhythm and blues,,,1-7ABIM2qjU,2001,2
526,443,Thriller,Rhythm and blues,,,sOnqjkJTMaA,1982,1
525,443,Smooth Criminal,Rhythm and blues,,,h_D3VFfhvs4,1987,1
298,254,T-shirt,Rap music,Migos,,1VUa99-tJqs,0,1
297,254,Bad and Boujee,Rap music,Migos,,S-sJp1FfG7Q,0,1
296,254,Call Casting,Rap music,Migos,,exbj5VQ_0Mg,0,1
295,254,Emoji A Chain,Rap music,Migos,,gthETpJIa14,0,1
299,255,Underwater,Pop rock,Mika,,e21s9tZaVro,0,1
300,256,Stolen Dance,Pop rock,Milky Chance,,iX-QaNzd-0Y,0,3
301,257,Ayo Technology,Austropop,Milow,,DE9IchvpOPk,0,4
302,258,Scandalous,Rhythm and blues,Mis,,S1kE0MMfr20,2003,4
304,259,Lose Control,Rhythm and blues,Missy Elliott,"Ciara,Fat Man Scoop",na7lIb09898,2005,1
303,259,Get Ur Freak On,Rhythm and blues,Missy Elliott,,QshTZrpRQ_g,2001,1
306,260,Belle,Indie folk,Moriarty,,s6WMhhuYZ0Q,0,5
305,260,Jimmy,Indie folk,Moriarty,,NHhaZnnz5yE,0,5
307,261,Calypso Triste,Indie pop,Moriarty Meets Mama Rosin,,KLI5xzxPwWM,0,5
309,263,Leg Over (Remix),Afrobeat,Mr Eazi,"Major Lazer,French Montana,Ty Dolla Sign",Cyw9fv_NBdk,0,1
308,263,Supernova,Afrobeat,Mr Eazi,,InIeez-2WIs,0,1
310,264,In the summertime,Alternative rock,Mungo Jerry,,yG0oBPtyNb0,0,1
311,265,The Shake,Alternative rock,My American Heart,,th2PWpEQ6_o,0,1
313,266,It's All About Me,Soul blues,Mya,Dru Hill,WzfLg2Bwk4I,1998,4
312,266,Case Of The Ex (Whatcha Gonna Do),Rhythm and blues,Mya,,0sq14JocSAs,2000,4
315,267,Shotta Flow Remix,Rap music,NLE Choppa,Blueface,2KDlDuS6r6I,0,1
314,267,Shotta Flow 3,Rap music,NLE Choppa,,FvGgFzagfI4,0,1
317,268,Torn,Pop rock,Natalie Imbruglia,,VV1XWJN3nJo,0,1
316,268,Shiver,Pop rock,Natalie Imbruglia,,ZwAd_ag9Q0E,0,1
318,269,Unwritten,Europop,Natasha Bedingfield,,b7k0a5hYnSI,0,2
321,270,Tu trouveras,French pop,Natasha St-Pier,,yB_UBqMRvKk,2002,2
320,270,Un ange frappe a ma porte,French pop,Natasha St-Pier,,qZMjiEkT-yA,2006,2
319,270,Tant que c'est toi,French pop,Natasha St-Pier,,h5cVH3Hmp0Y,2003,2
504,271,Dilemma,Rhythm and blues,,,8WYHDfJDPDc,2002,1
323,271,Promiscuous,Electropop,Nelly Furtado,Timbaland,0J3vgcE5i2o,2006,1
322,271,Say It Right,Electropop,Nelly Furtado,,6JnGBs88sL0,2006,2
325,273,Cassé,French pop,Nolwenn Leroy,,eIjL4khJxk4,2003,2
324,273,Mon Ange,French pop,Nolwenn Leroy,,sNE7t8Cyt6I,2005,1
326,274,Yakalelo,Pop rock,Nomads,,Dz4aeYPl-0Q,0,1
327,275,Wonderwall,Pop rock,Oasis,,bx1Bh8ZvH84,0,1
328,276,Violation Freestyle,Freestyle rap,Offset,,GdPbIM8-v7Q,0,1
329,277,La Femme Chocolat,Pop rock,Olivia Ruiz,,gU8ckNkKbDA,0,1
330,278,Kapri,Afrobeat,Os Banah,,2_XvoTUBG9M,0,1
331,279,Sitting on the dock of the bay,Soul,Otis Redding,,UCmUhYSr-e4,0,1
332,280,Collabo,Rhythm and blues,Ouais Chery,,kKZD-B4r12g,0,1
333,281,Aicha,Pop rock,Outlandish,,f0nFTdKlKLw,0,1
334,282,Hello Seattle,Electro music,Owl City,,_VlK2BOhmvU,0,2
335,283,Taste the Money,Afrobeat,P Square,,LFBZkWA4dTE,0,1
336,284,Get The Party Started,Pop rock,P!nk,,mW1dbiD_zDk,2001,1
337,285,Let Her Go,Indie folk,Passenger,,RBumgq5yVrA,0,2
338,286,Speedy Gonzalez,Indie rock,Pat Boone,,v4s2AMKPHnE,0,1
339,287,A Smile and A Ribbon,Indie pop,Patience & Prudence,,6ckgyjVkx7c,0,5
340,288,Liberta,Indie pop,Pep's,,Nx7cT6dP5Xk,0,2
341,289,Young Folks,Pop rock,Peter Bjorn And John,,iArXv64tCJA,0,3
343,291,In The Air Tonight,Pop rock,Phil Collins,,YkADj0TPrJA,0,1
342,291,Another Day In Paradise,Pop rock,Phil Collins,,Qt2mbGP6vFI,0,1
346,292,Wandering Star,Indie rock,Portishead,,gEQNAZGoZrw,0,5
345,292,Glory Box,Indie rock,Portishead,,4qQyUi4zfDs,1994,5
344,292,Only You,Indie rock,Portishead,,TmDkzVvherk,0,5
347,293,Peter and the Wolf March,Classic country,Prokofiev,,ctsWdUaHsHM,0,4
348,294,Ice Tray,Rap music,Quality Control,"Quavo, Lil Yachty",hSOgNCJmQvU,0,1
350,295,Trapstar,Rap music,Quavo,,KKnJgSAZEq4,0,1
349,295,LAMB TALK,Rap music,Quavo,,OMriyVVhP40,0,1
351,296,No One Knows,Folk rock,Queens Of The Stone Age,,s88r_q7oufE,0,1
352,297,"Welcome Home, Son",Indie folk,Radical Face,,P8a4iiOnzsc,0,3
353,298,Hit the road Jack!,Soul blues,Ray Charles,,Q8Tiz6INF7I,0,1
354,299,Tetema,Afrobeat,Rayvanny,Diamond Platnumz,n6pCgzHMJY8,0,1
356,300,Samson,Soul jazz,Regina Spektor,,p62rfWxs6a8,0,5
355,300,Ne Me Quitte Pas,Soul jazz,Regina Spektor,,9HbQFb9GR5E,0,5
358,301,Soundgasm,Afrobeat,Rema,,nrTkERuwdCc,0,5
357,301,Dumebi,Afrobeat,Rema,,zUU1bIWpH5c,0,1
359,302,La Lettre,Pop rock,Renan Luce,,UR1GZrzizXM,0,1
360,303,Never Gonna Give You Up,Dance-pop,Rick Astley,,dQw4w9WgXcQ,0,3
361,304,Hello Mary-Lou,Indie rock,Ricky Nelson,,zLkCWT2neuI,0,1
362,305,Unchained Brothers,Alternative rock,Righteous Brothers,,ZoEwR9_Sy_M,0,3
366,306,Disturbia,Electropop,Rihanna,,E1mU6h4Xdxc,2008,1
365,306,Shut Up And Drive,New wave,Rihanna,,up7pvPqNkuU,2007,1
364,306,Don't Stop The Music,Electropop,Rihanna,,yd8jh9QYfEs,2007,1
363,306,SOS,Electropop,Rihanna,,IXmF4GbA86E,2006,1
367,307,Go Ahead,Indie pop,Rilo Kiley,,-ZBvAAzMphE,0,1
368,308,Moon River,Art rock,Rita Hayworth,,SQ8keKFByh8,0,1
369,310,It Must Have Been Love,Electropop,Roxette,,k2C5TjS2sh4,1987,4
370,311,Reason With Me,Afrobeat,Rudeboy,,KQ7FpYDQLOI,0,2
371,312,Pokor Lèr,World fusion,SAODAJ',,IbSopDjYsZA,0,5
372,313,John Lenon,Rap music,SCH,,9mkJb585THY,0,1
373,314,Molotov 4,Rap music,SEFYU,,Nzt7puchldA,0,1
374,315,Human,Electroacoustic,SEVDALIZA,,9t7SclAXoQw,0,5
375,316,J'aime Mon Pays,French pop,SEXY SUSHI,,GkprBmXED4o,0,5
376,317,The Power,Alternative dance,SNAP!,,nm6DO_7px1I,0,1
377,318,Right Here (Human Nature Radio Mix),Rhythm and blues,SWV,,vHwXoY0LiQk,1992,5
378,319,Smooth Operator,Smooth jazz,Sade,,4TYv2PhG89A,1984,4
379,320,Boyfriend,Rap music,SahBabii,,BRx75rzFCIU,0,1
380,321,Whatta Man,Rhythm and blues,Salt-N-Pepa,,Z0v4Hd431Gg,1993,5
381,322,Dream Lover,Jazz blues,Sandra Dee & Bobby Darin,,QlGeKdUFjB4,0,5
382,323,Love Song,Austropop,Sara Bareilles,,qi7Yh16dA0w,2007,3
383,324,Perfect Now,Indie pop,Sarah Blasko,,frfI05dEWec,0,4
384,325,Adonai,Afrobeat,Sarkodie,Castro,ipZvlG-wwWk,0,1
521,439,Kiss From A Rose,Rhythm and blues,,,Kwdweif1YI0,1994,2
488,425,Look At Her Now,Dance-pop,,,8u-_64S7plI,2020,1
386,327,Hips Don't Lie,Latin pop,Shakira,Wyclef Jean,DUT5rEU6pqM,2005,1
385,327,"Whenever, Wherever",Latin pop,Shakira,,weRHyjj34ZE,2001,1
387,328,Vengaboys,Pop rock,Shalala lala,,Obi4iELWJ3Y,0,5
388,329,Pa Bizwen Palé,Zouk,Shanel Hill,Stacy,i0cJObPn_us,2020,1
389,330,Man I feel like a woman,Pop rock,Shania Twain,,E7auzP9RhCY,0,1
390,331,I Love Your Smile,Rhythm and blues,Shanice,,ysYyCElzB0A,1991,1
391,332,All I Wanna Do,Country pop,Sheryl Crow,,ClbmWkbocoY,1993,4
392,333,John Cena,Amapiano,Sho Madjozi,,H9bGITkIHmM,0,4
393,334,Nothing Compares 2 U,Pop rock,Sinéad O'Connor,,0-EF60neguk,0,3
507,432,Thong Song,Rhythm and blues,,,Oai1V7kaFBk,1999,1
394,335,Energy (Stay Far Away),Afrobeat,Skepta,WizKid,DPIOEheFoHs,0,1
395,336,Catch Me Outside,Rap music,Ski Mask The Slump God,,JpIlnaAmiCg,0,1
396,337,Sensima,Afrobeat,Skiibii,,zqkDioXLTO8,0,2
397,339,Whoop your ass,Rap music,Snoop Dogg,,Rj1RPJK-RqQ,0,1
398,340,Murder On The Dancefloor,Pop rock,Sophie Ellis-Bextor,,hAx6mYeC6pY,0,1
399,342,Wannabe,Britpop,Spice Girls,,gJLIiF15wjQ,0,1
400,345,Soco,Afrobeat,StarBoy,"Wizkid, Ceeza Milli, Spotless, Terri",9qz7lMsFUJU,0,1
402,346,I Love You Ono,Indie pop,Stereo Total,,EV-H_sw7aQQ,0,3
401,346,Relax Baby Be Cool,Britpop,Stereo Total,,fUIqHgF1v40,0,5
403,347,Boneless,Electro house,Steve Aoki,"Chris Lake,Tujamo",gl2p4G3CUrI,0,2
487,424,Superstition,Funk,,,0CFuCYNx-1g,1972,2
404,348,The Last Ship,Blues rock,Sting,,l4AmF7I5qPc,2013,3
405,349,One Second,Rap music,Stormzy,H.E.R,NnFFKd7wOkY,0,1
406,350,In Too Deep,Rock and roll,Sum 41,,JoC3PUBmhFs,0,1
407,351,Girls Need Love,Rhythm and blues,Summer Walker,,1l8vIAvAerE,2019,3
410,352,Ca mousse,Pop rock,Superbus,,sByjPfcOO68,0,2
409,352,Butterfly,Pop rock,Superbus,,CQPNj38WscM,0,2
408,352,Lola,Pop rock,Superbus,,Rwbm281DTYc,0,2
500,353,Baby Baby Baby,Rhythm and blues,,,Q2H6pTtEVlo,1992,1
412,353,Waterfalls,Rhythm and blues,TLC,,8WEtxJ4-sh4,1994,2
411,353,No Scrubs,Rhythm and blues,TLC,,FrLequ6dUdM,1999,1
413,354,Order,Rap music,TM88,"Southside, Gunna",2JNaGLw3WbA,0,1
414,355,Casper,Rap music,Takeoff,,vnddx3dS6Ks,0,1
415,356,Everyone Falls In Love Sometime,Dancehall,Tanto Metro,Devonte,FzhhKZgLT7I,0,1
417,357,Pana,Afrobeat,Tekno,,8YhAFBOSk1U,0,2
416,357,Skeletun,Afrobeat,Tekno,,KErqMcZR0KA,0,1
419,358,Case,Afrobeat,Teni,,hYx5ukr_YWw,0,1
418,358,Askamaya,Afrobeat,Teni,,Cx_SO7aWfYk,0,1
420,360,Littlest Birds,Indie folk,The Be Good Tanyas,,VdIhpkEkC4c,0,5
421,361,Let It Be,Rock and roll,The Beatles,,CGj85pVzRJs,0,1
422,362,My Humps,Rhythm and blues,The Black Eyed Peas,,iEe_eraFWWs,2005,1
423,363,To Build a Home,Acousmatic music,The Cinematic Orchestra,,qkP6Tf79UrM,0,5
424,364,Breathless,Dance-pop,The Corrs,,vzerbXFwGCE,0,1
426,365,Save the last dance for me,Soul,The Drifters,,n-XQ26KePUQ,0,2
425,365,Stand By Me,Soul,The Drifters,,YaqjpfZJjpk,0,2
427,366,On My Shoulders,Indie pop,The Dø,,q9fiSHCl5KQ,2008,5
428,368,Westside Story,Rap music,The Game,50 Cent,HiMC0IEym6w,0,1
429,369,There She Goes,Britpop,The La's,,CZXLLMbJdZ4,0,1
431,371,Roxanne,Folk rock,The Police,,3T1c7GkzRQQ,0,1
430,371,Every Breath You Take,Rock and roll,The Police,,OMOGaugKpzs,0,2
433,372,Buttons,Electropop,The Pussycat Dolls,Snoop Dogg,VCLxJd1d84s,2006,1
432,372,Don't Cha,Electropop,The Pussycat Dolls,Busta Rhymes,YNSxNsr4wmA,2005,1
434,373,Satisfaction (I Can't Get No),Rock and roll,The Rolling Stones,,nrIPxlFzDi0,0,2
435,374,Introduction (1936),Asian American jazz,The Shanghai Restoration Project,,57F79MYXD9o,0,1
437,375,That's Not My Name,Britpop,The Ting Tings,,v1c2OfAzDTI,0,3
436,375,Shut Up and Let Me Go,Britpop,The Ting Tings,,tolm-07if3c,0,1
438,376,Seven Nation Army,Dance-pop,The White Stripes,,0J2QdDbelmY,0,1
439,377,Give It To Me,Electropop,Timbaland,"Nelly Furtado,Justin Timberlake",RgoiSJ23cSc,2007,2
440,378,Hot Dreams,Jazz blues,Timber Timbre,,En1llevuLQ4,0,5
442,379,Aller plus haut,French pop,Tina Arena,,l4n6x24RRM4,1997,2
441,379,Je m'appelle Bagdad,French pop,Tina Arena,,1q4F3g5mC1U,2005,3
443,380,Party Favors,Dance-pop,Tinashe,,tNbVNlBG82E,0,1
444,381,Another Love,Alternative rock,Tom Odell,,MwpMEbgC7DA,0,2
446,382,He Wasn't Man Enough,Rhythm and blues,Toni Braxton,,9_hKXk2qSuw,0,1
445,382,Un-Break My Heart,Rhythm and blues,Toni Braxton,,p2Rch6WvPJE,1996,2
447,383,So Seductive,Rap music,Tony Yayo,,wqEncKFd7M8,0,1
448,385,TERÉ TERÉ,Afrobeat,Toofan,,O9P1g9q1JtM,0,2
449,386,Hold The Line,Soft rock,Toto,,htgr3pvBr,0,3
450,387,Habits,Pop rock,Tove Lo,,5anLPw0Efmo,0,1
451,388,The Sailor Song,Pop rock,Toy-Box,,qlti8Q-gU-Q,0,5
519,389,Fast Car,Pop soul,,,AIOAlaACuv4,1988,1
452,389,Baby Can I hold you,Pop soul,Tracy Chapman,,kjRo_CHSdt0,0,1
453,391,Da Da Da,Electropop,Trio,,lNYcviXK4rg,0,5
512,434,We Are the World,Rhythm and blues,,,9AjkUyX0rVw,1985,2
454,394,Red Red Wine,Ragga,UB40,,zXt56MB-3vc,0,1
455,395,Babes,Afrobeat,Umngan'wami,"Mampintsha,Danger",y8lZUI3u6HI,0,4
456,396,Wanna Be On Your Mind,Jazz-funk,Valerie June,,949PkjZZWxk,0,5
457,397,A Thousand Miles,Pop rock,Vanessa Carlton,,Cwkej79U3ek,0,1
458,398,Joe Le Taxi,French pop,Vanessa Paradis,,Ulay2FvUEd8,1987,1
459,399,"Boom, Boom, Boom, Boom!!",Electropop,Vengaboys,,llyiQ4I-mcQ,0,1
460,401,YMCA,Disco,Village People,,CS9OO0S5w2k,0,1
463,403,Anissa,French pop,Wejdene,,M2l-X9M6zAo,0,1
462,403,Coco,French pop,Wejdene,,yiZeq3o-drA,0,1
464,404,Saturday Night,Electropop,Whigfield,,j3CWkayic5Y,0,1
511,433,When You Believe,Rhythm and blues,,,LKaXY4IdZ40,1998,1
461,406,OJUELEGBA,Afrobeat,WIZKID,,Q7QiLceJSLQ,0,1
467,408,New Soul,New wave,Yael Naim,,hhE7QMXRE1g,2007,5
466,408,Paris,New wave,Yael Naim,,6R2y_2zQ4_w,2007,5
465,408,Toxic,New wave,Yael Naim,,e6kfGTykZN8,2013,5
468,409,Deny,Arab pop,Yasmine Hamdan,,5lrEZCPYr0U,0,5
469,410,Bacc At It Again,Rap music,Yella Beezy,"Quavo, Gucci Mane",MBiQVjt7Rjc,0,1
470,411,A Cause Des Garçons,French pop,Yelle,,aKM8txMizdI,0,2
472,412,Johnny,Afrobeat,Yemi Alade,,-sRNPULEOgo,0,1
471,412,Number One,Afrobeat,Yemi Alade,,P-MjbXH5uKY,0,1
473,413,Wait,Rap music,Ying Yang Twins,,Ofl1HRCrUw4,0,1
474,414,Familiar Fire,Indie pop,Yodelice,,ikDeNLDE2-M,0,4
480,416,Guwop,Rap music,Young Thug,"Quavo, Offset, and Young Scooter",NTayABOrFrk,0,1
479,416,Circle Of Bosses,Rap music,Young Thug,Quavo,UA5baCJw5gU,0,1
478,416,What's The Move,Rap music,Young Thug,Lil Uzi Vert,L32ZHlOqqGY,0,1
477,416,Hot,Rap music,Young Thug,"Gunna,Travis Scott",leJNDpm_G10,0,1
476,416,Chanel,Rap music,Young Thug,"Gunna,Lil Baby",yCPCqbwfe58,0,1
475,416,Halftime,Rap music,Young Thug,,KyCTZ8c-trc,0,1
481,417,7 Seconds,Singer-songwriter,Youssou N'Dour,Neneh Cherry,wqCpjFMvz-k,1994,5
482,418,C'est Chelou,French pop,Zaho,,pHy0LkdpxSU,0,1
483,419,Take On Me,Electropop,a-ha,,djV11Xbc914,0,1
484,420,Breezeblocks,Alternative rock,alt-J,,rVeMiVU77wo,0,3
485,421,It's Oh So Quiet,Indie pop,björk,,htobTBlCvUU,1995,1
486,422,All the things she said,Rock and roll,t.A.T.u.,,oJoRrf_KfQ4,0,2
