name,birthname,date_of_birth,spotify_id,genre,spotify_avatar,wikipedia_page
Neneh Cherry,Neneh Mariann Karlsson,1964-03-10,3JxCEqL9zjKnDJgUhRuRJD,,https://i.scdn.co/image/ab6761610000e5eb72aecba283cf67c2f058980e,
Nolwenn Leroy,Nolwenn Le Magueresse,1982-09-28,6suRVbMTiFWlTpB6fdLdF2,,https://i.scdn.co/image/ab6761610000e5eb08a61d1e3eea5c114fcc8304,
Nomads,,,6aUKy2LG1OU6KhYOZADolN,,https://i.scdn.co/image/ab6761610000e5eb7a0ae37f224490ad5440b281,
Oasis,,,2DaxqgrOhkeH0fpeiQq2f4,,https://i.scdn.co/image/ab6761610000e5eb0522e98a6f0cf1ddbee9a74f,
Olivia Ruiz,Olivia Blanc,,12OSqKGORygb2C6H36qKuj,,https://i.scdn.co/image/ab6761610000e5eb1901412c66270f5b3109d656,
Os Banah,,,0YrwMp3TZqDED4LRMk81iD,,https://i.scdn.co/image/ab67616d0000b2731e26c43cc7ae5e11a8d3ca8f,
Otis Redding,Otis Ray Redding,1941-09-09,60df5JBRRPcnSpsIMxxwQm,,https://i.scdn.co/image/a5897eff01844c42d894a586e618ebc4aa0b9d2f,
Outlandish,,,5tqMW5dSAlvh0GvgD3XfDy,,https://i.scdn.co/image/ab6761610000e5eb228dedcb9ba0116a58bfdce4,
Owl City,,1986-07-05,07QEuhtrNmmZ0zEcqE9SF6,,https://i.scdn.co/image/ab6761610000e5ebce3fbd73ae4f8b3ff54a0a5c,
P Square,,,42IUN9kTPdUdI1kre6L7Wk,,https://i.scdn.co/image/ab6761610000e5eb7c6b34713eca70196726378f,
Passenger,,,0gadJ2b9A4SKsB1RFkBb66,,https://i.scdn.co/image/ab6761610000e5eb3eb6f55c271d954cc871954f,
Pat Boone,,,7fmKtIgmxqNEKjATioVNsu,,https://i.scdn.co/image/ab6761610000e5eb1d6bec189c1ca27f6ce699dc,
Patience & Prudence,,,4F78tRprgxpEnopKTTWXor,,https://i.scdn.co/image/ab67616d0000b2735f71ec43b302d6fad5688f1b,
Pep's,,,6dvyAgidTbcn9vJO1eWQ6y,,https://i.scdn.co/image/562cf9d4dea2bf0dcbfb7c47aca15abbbdbce860,
Peter Bjorn And John,,,6u11Qbko2N2hP4lTBYjX86,,https://i.scdn.co/image/ab6761610000e5eb9cc950721c840af3679622f3,
Petey Pablo,Moses Mortimer Barrett III,1973-07-22,4Js9eYwAf9rypNtV8pNSw9,,https://i.scdn.co/image/ab6761610000e5ebe308e14a34efcb2f11e2013d,
Phil Collins,,1951-01-30,4lxfqrEsLX6N1N4OCSkILp,,https://i.scdn.co/image/ab6761610000e5ebd4e38c4e3e5c82774740e28d,
Portishead,,,6liAMWkVf5LH7YR9yfFy1Y,,https://i.scdn.co/image/27802710b01453435de93d71bab2c9988a841ace,
Prokofiev,(ru) Сергей Сергеевич Прокофьев (Sergueï Sergueïevitch Prokofiev)(uk) Сергі́й Сергі́йович Проко́ф'єв (Serhi Serhiovytch Prokofiev),1891-04-23,4kHtgiRnpmFIV5Tm4BIs8l,,https://i.scdn.co/image/3d519206c3e18b8de2d8749988a398ded9a6b625,
Queens Of The Stone Age,,,4pejUc4iciQfgdX6OKulQn,,https://i.scdn.co/image/ab6761610000e5eb909b2c4b7c768ee03445cd10,
Radical Face,,,5EM6xJN2QNk0cL7EEm9HR9,,https://i.scdn.co/image/ab6761610000e5eb525cf67298ee623539c1b8bf,
Rayvanny,Raymond Shaban Mwakyusa,1993-08-22,7G9dCn1mqomAa0ucJoBm6J,,https://i.scdn.co/image/ab6761610000e5eb5c0d680fc6f8578c2493934b,
Regina Spektor,Regina Ilyinitchna Spektor,1980-02-18,3z6Gk257P9jNcZbBXJNX5i,,https://i.scdn.co/image/ab6761610000e5eba36a9f95d59ab791d5e897e9,
Renan Luce,,1980-03-05,7f2jQ928ZRehCJrGGHN46J,,https://i.scdn.co/image/ab6761610000e5ebbbf5b5346dcf909179957b4b,
Rick Astley,Richard Paul Astley,1966-02-06,0gxyHStUsqpMadRV0Di1Qt,,https://i.scdn.co/image/ab6761610000e5eb019782a5d4654e00db2a28a0,
Ricky Nelson,Eric Hilliard Nelson,1940-05-08,73sSFVlM6pkweLXE8qw1OS,,https://i.scdn.co/image/3c0b0278e7cc5a8f062f7797993e099683b10e1e,
Righteous Brothers,,,4b0WsB47XCa9F83BmwQ7WX,,https://i.scdn.co/image/e97b7cd22945863ebc926c5c8e4e92bd2b8698d9,
Rihanna,Robyn Rihanna Fenty,1988-02-20,5pKCCKE2ajJHZ9KAiaK11H,,https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789,
Rilo Kiley,,,2cevwbv7ISD92VMNLYLHZA,,https://i.scdn.co/image/2b56ef4b6f2093ebb46b18cbb4c0fccb9f27b2e2,
Rita Hayworth,Margarita Carmen Cansino,1918-10-17,24u2lWQYyTWB7VUTnwEavi,,https://i.scdn.co/image/ab67616d0000b27346d4cdd08ab5c14b2f71f3e1,
Roméo Elvis,Roméo Johnny Elvis Kiki Van Laeken,1992-12-13,2pHk4wAmL7ofTAuvCIUWtv,,https://i.scdn.co/image/ab6761610000e5eb243f1b8756f0bbd0fcdb7260,
Roxette,,,2SHhfs4BiDxGQ3oxqf0UHY,,https://i.scdn.co/image/ab6761610000e5eb347ca7e9f41f3ff8e2b19034,
Rudeboy,,,583D4MicNImtI9URI0fIFT,,https://i.scdn.co/image/ab6761610000e5ebbdfe992b6463746c79b8138b,
SAODAJ',,,3RR7yaMwyMZ00dVrXmO8ow,,https://i.scdn.co/image/ab6761610000e5eb2c4d833d18d2796c7bb6f07a,
SEXY SUSHI,,,6yNXUzxIakMVY5LoVgZGHG,,https://i.scdn.co/image/ab6761610000e5eb3649e4fb8d618d1baa1f7bb5,
SNAP!,,,2FrKQPjJe4pVMZOgm0ESOx,,https://i.scdn.co/image/ab6761610000e5eb1097cae1ae4199d388081661,
Sade,,,47zz7sob9NUcODy0BTDvKx,,https://i.scdn.co/image/ab6761610000e5eb92883b0e094a36d2f43ad284,
Sara Bareilles,Sara Elisabeth Bareilles,1979-12-07,2Sqr0DXoaYABbjBo9HaMkM,,https://i.scdn.co/image/ab6761610000e5eb0bae7cfd3b32b10154e0b8b3,
Sarah Blasko,Sarah Elizabeth Blaskow,1976-09-26,75jU2q0uEWzSIlqRJtedJV,,https://i.scdn.co/image/ab6761610000e5eb1a1dc351a9cf6837c55d20f0,
Sean P,,,3Isy6kedDrgPYoTS1dazA9,,https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22,
Shalala lala,,,2njkfzRhOJFKLWFTu8FNWx,,https://i.scdn.co/image/ab6761610000e5eb1173fe0d523590d3ff1ea3b1,
Shanel Hill,,,4Voj5mMTNvEhyP1hmPJAeM,,https://i.scdn.co/image/ab67616d0000b273a37de6d85d388a04596bff35,
Shania Twain,Eilleen Regina Edwards,1965-08-28,5e4Dhzv426EvQe3aDb64jL,,https://i.scdn.co/image/ab6761610000e5eb01022f4092cb96e0a91811a5,
Sheryl Crow,Sheryl Suzanne Crow,1962-02-11,4TKTii6gnOnUXQHyuo9JaD,,https://i.scdn.co/image/ab6761610000e5eb962c94da847bcc4ef21c4ad9,
Sho Madjozi,,1992-05-09,08V2vgJBY6VLoUPWlznRKo,,https://i.scdn.co/image/ab6761610000e5eb0cd53b8135071be85329535c,
Sinéad O'Connor,Sinéad Marie Bernadette O'Connor,1966-12-08,4sD9znwiVFx9cgRPZ42aQ1,,https://i.scdn.co/image/ab6761610000e5eb973ffafbef7825fdaa2ae5c5,
Skepta,Joseph Junior Adenuga,1982-09-19,2p1fiYHYiXz9qi0JJyxBzN,,https://i.scdn.co/image/ab6761610000e5eb247e3bd61bd004869b5bffc3,
Skiibii,,,72Z2AhMKpxZjLNnPMyinUE,,https://i.scdn.co/image/ab6761610000e5eb9f634440f5804eb98db5a6ef,
Slim Thug,Stayve Jerome Thomas,1980-09-08,0st5vgzw9XkH5ALJiUM1lE,,https://i.scdn.co/image/ab6761610000e5eb474b284211d41aa5ce2f7a09,
Sophie Ellis-Bextor,Sophie Michelle Ellis-Bextor,1979-04-10,2cBh5lVMg222FFuRU7EfDE,,https://i.scdn.co/image/ab6761610000e5eb78ac16f5d194c15658e80fce,
Southside,,,23DYJsw4uSCguIqiTIDtcN,,https://i.scdn.co/image/ab6761610000e5eb78c315b04122bfc826bf9697,
Spice Girls,,,0uq5PttqEjj3IH1bzwcrXF,,https://i.scdn.co/image/ab6761610000e5eb2e91ffbba84e8e94bafbc6d7,
Spotless,,,7zd8O0lGS5sHftyvnhtWD1,,https://i.scdn.co/image/ab6761610000e5eb11cc48c6b18181302b4ea2aa,
Stacy,,,3q8tRS0hCMVCylgKAoA0ya,,https://i.scdn.co/image/8b60f098a854a024d7f4849b52f538d7d04e7c63,
StarBoy,,,2udaNgT7EdnplmMaAAkP25,,https://i.scdn.co/image/ab6761610000e5eb9b059136a6563b34c8c3ca2b,
Stereo Total,,,662bj9rCw8Twt6JDAMmMDb,,https://i.scdn.co/image/ab6761610000e5ebc7ed6a9ee7bddee65d2c6b3a,
Steve Aoki,Steven Hiroyuki Aoki,,77AiFEVeAVj2ORpC85QVJs,,https://i.scdn.co/image/ab6761610000e5ebcf85b39d94c486218a687248,
Sum 41,,,0qT79UgT5tY4yudH9VfsdT,,https://i.scdn.co/image/ab6761610000e5eb625af80b68ae4eb559c6c417,
Tanto Metro,,,4mVpYIVAOE8sEdYuL8HDpd,,https://i.scdn.co/image/ab6761610000e5eb23af7fb6b9934f1dd241ca96,
Tekno,,,6IhG3Yxm3UW98jhyBvrIut,,https://i.scdn.co/image/ab6761610000e5ebbdfa92a97f9da3258e7776e9,
Teni,,,3ukrG1BmfEiuo0KDj8YTTS,,https://i.scdn.co/image/ab6761610000e5ebb660f04f0452e80160feb13c,
Terri,,,19TPpTWkgX13Qc2stbqVoP,,https://i.scdn.co/image/ab6761610000e5eb6d0592295377a93cb370b775,
The Be Good Tanyas,,,37PywjKNsxHji5F9eFODF2,,https://i.scdn.co/image/691e56fb2b282de87d423a9602ac40146cba796b,
The Beatles,,,3WrFJ7ztbogyGnTHbHJFl2,,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,
The Cinematic Orchestra,,,32ogthv0BdaSMPml02X9YB,,https://i.scdn.co/image/ab6761610000e5eb9e2576943e27fcddc3bb3646,
The Corrs,,,1VbWUxZTRNY2gw3qZ1tg9W,,https://i.scdn.co/image/ab6761610000e5eb599f5b4f1ea78db47fbead4e,
The Drifters,,,1FqqOl9itIUpXr4jZPIVoT,,https://i.scdn.co/image/3361d8c88dc781f3a76657778454051db42e6d9e,
The Dø,,,2mcNCn1qbZUQ3J9KHapUxj,,https://i.scdn.co/image/0d94f0d43132aa9762a9958e4eba50c049d956ce,
The La's,,,47Z8LEl3LnQkcpva0xSthT,,https://i.scdn.co/image/e2657fa7789ec2be647b71076b46f980f7540c73,
The Plastic Ono Band,,,4m2kfAHEnK7Z7qLGxeWtro,,https://i.scdn.co/image/ab6761610000e5eb01f6227cc7b24c0b740ff848,
The Police,,,5NGO30tJxFlKixkPSgXcFE,,https://i.scdn.co/image/72fe2cadb69ab59960ae3dbd29618549e4432699,
The Pussycat Dolls,,,6wPhSqRtPu1UhRCDX5yaDJ,,https://i.scdn.co/image/ab6761610000e5eb292575f7d081016e04dff9ee,
The Rolling Stones,,,22bE4uQ6baNwSHPVcDxLCe,,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8,
The Shanghai Restoration Project,,,0EP5EpsiMP8oLYy7sPHwf9,,https://i.scdn.co/image/ab6761610000e5ebdbc1170d337c9ae619b8d5b9,
The Ting Tings,,,2wvUfjKGoXvcnDHq7GgMOa,,https://i.scdn.co/image/ab6761610000e5eb525060ec706fc0f5dd7a2878,
The White Stripes,,,4F84IBURUo98rz4r61KF70,,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9,
Timbaland,Timothy Zachery Mosley,1972-03-10,5Y5TRrQiqgUO4S36tzjIRZ,,https://i.scdn.co/image/ab6761610000e5ebb713079a55dcf937d241dd2b,
Tina Arena,Filippina Lydia Arena,1967-11-01,1ZTCpKWDwHhbjhkdHhvTm8,,https://i.scdn.co/image/ab6761610000e5eb9aad26a0f7c7fbb791aed6e5,https://fr.wikipedia.org/wiki/Tina_Arena
Tinashe,Tinashe Jorgensen Kachingwe,1993-02-06,0NIIxcxNHmOoyBx03SfTCD,,https://i.scdn.co/image/ab6761610000e5eba669f860c74c9007934d2cb6,
Tom Odell,Thomas Peter Odell,1990-01-24,2txHhyCwHjUEpJjWrEyqyX,,https://i.scdn.co/image/ab6761610000e5eb532e8dd8ba9fbd5e78105a78,https://fr.wikipedia.org/wiki/Tom_Odell
Too $hort,Todd Anthony Shaw,1966-04-28,4sb7rZNN93BSS6Gqgepo4v,,https://i.scdn.co/image/ab6761610000e5ebe1000f5b1cde8889cf4dc44b,
Toofan,,,5BfpzKNakWiXUNm1RfBgUi,,https://i.scdn.co/image/ab6761610000e5eb336d715decf9d4737d65813b,
Toto,,,0PFtn5NtBbbUNbU9EAmIWF,,https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06,
Tove Lo,Ebba Tove Elsa Nilsson,1987-10-29,4NHQUGzhtTLFvgF5SZesLK,,https://i.scdn.co/image/ab6761610000e5eb2360c963315739fc33b01687,
Toy-Box,,,0BYEp3eyHK9Wsp4t2Ad1R8,,https://i.scdn.co/image/4cca3caba269ae28b285e448142214aa2515db95,
Travis Scott,Jacques Bermon Webster II,1991-04-30,0Y5tJX1MQlPlqiwlOH1tJY,,https://i.scdn.co/image/ab6761610000e5eb19c2790744c792d05570bb71,
Trio,,,417rMeQ1e1B90lsiS1iMZ1,,https://i.scdn.co/image/8ad1809ee7fe02f1c348b2d075065aa78ffe9e77,
Tujamo,Matthias Richter,1988-01-18,2vVNxGBvKRQMWwI5c8KmYh,,https://i.scdn.co/image/ab6761610000e5eb4ff3493ab05afb520e3a4380,
UB40,,,69MEO1AADKg1IZrq2XLzo5,,https://i.scdn.co/image/ab6761610000e5eb057ec513c696b66901270810,
Umngan'wami,,,4ClziihVpBeFXNyDH83Lde,,https://i.scdn.co/image/ab6761610000e5eb55b976c32dbc2fb158a3981a,
Valerie June,Valerie June Hockett,1982-01-10,4QZdOCb3UacKbQ1ybDFAKM,,https://i.scdn.co/image/ab6761610000e5eba4d591c3d5009ceddb94c822,
Vanessa Carlton,Vanessa Lee Carlton,1980-08-16,5ILrArfIV0tMURcHJN8Q07,,https://i.scdn.co/image/ab6761610000e5eb9a9873aca07694682036f5b7,
Vengaboys,,,0cwmNvclzPd8mQnoHuIksj,,https://i.scdn.co/image/ab6761610000e5eb957b1db0e338bbf2fe2cdc37,
Vika Jigulina,Victoria Corneva,1986-02-18,34dZRjYum6vVBGslgYaBtB,,https://i.scdn.co/image/ab67616d0000b273695991d6f4a544a05df4c1c0,
Village People,,,0dCKce6tJJdHvlWnDMwzPW,,https://i.scdn.co/image/ab6761610000e5eb60571cd7326957308bad6380,
Whigfield,Sannie Charlotte Carlson,1970-04-11,0lHoDF96DNKSIcIpcOfMnq,,https://i.scdn.co/image/ab6761610000e5eba1414d4790f546e86fea6b03,
Wyclef Jean,Nel Ust Wyclef Jean,1969-10-17,7aBzpmFXB4WWpPl2F7RjBe,,https://i.scdn.co/image/ab6761610000e5ebad53e714cc3481bd069bfc93,
Yael Naim,Yael Naim,1978-02-06,32aFdXARUiqP81SXqIPD4w,,https://i.scdn.co/image/ab6761610000e5eb6898fb91c70d5e6a10a67fde,
Yasmine Hamdan,,,5VElAWe58JiEzEl4vtjw7J,,https://i.scdn.co/image/ab6761610000e5eb5489a3dd0030f64ceab2420b,https://fr.wikipedia.org/wiki/Yasmine_Hamdan
Yemi Alade,Yemi Eberechi Alade,,7fKO99ryLDo8VocdtVvwZW,,https://i.scdn.co/image/ab6761610000e5eb2ce4e49443ccea1a7abf2e4d,
Yodelice,Maxime Rodolphe Nouchy,1979-02-23,167abweXl3demO9x0VMMeJ,,https://i.scdn.co/image/ab6761610000e5eb0ed74d3ef6aa3f6887b63d0a,
Youssou N'Dour,Youssou Madjiguène Ndour,,77zlytAFjPFjUKda8TNIDY,,https://i.scdn.co/image/ab6761610000e5ebc6ce99c0d31331765bd499e2,
a-ha,,,2jzc5TC5TVFLXQlBNiIUzE,,https://i.scdn.co/image/ab6761610000e5eb0168ba8148c07c2cdeb7d067,
alt-J,,,3XHO7cRUPCLOr6jwp8vsx5,,https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b,
björk,Björk Guðmundsdóttir,1965-11-21,7w29UYBi0qsHi5RTcv3lmA,,https://i.scdn.co/image/ab6761610000e5ebaeb5c04fdd8ec6273850d207,
Dua Lipa,,1995-01-22,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Dua_Lipa
Jiva Phez'kombhede,,,1D86M7ewUQH1vS0QsXCmI9,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5eb4a6f3766a23e91536d7ee6ed,
Juicy J,,,,"('2 Tone', '2 Tone')",,
Kendrick Lamar,Kendrick Lamar Duckworth,1987-01-17,2YZyLoL8N0Wb9xBt1NhZWg,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5eb39ba6dcd4355c03de0b50918,https://fr.wikipedia.org/wiki/Kendrick_Lamar
Kid Ink,Brian Todd Collins,1986-04-01,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Kid_Ink
Lady Gaga,Stefani Joanne Angelina Germanotta,1986-03-28,1HY2Jd0NmPuamShAr6KMms,"('2 Tone', '2 Tone')",https://i.scdn.co/image/ab6761610000e5ebaadc18cac8d48124357c38e6,
Miley Cyrus,Destiny Hope Ray Cyrus,1992-01-23,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Miley_Cyrus
Murda Beatz,Shane Lee Lindstrom,1994-01-11,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Murda_Beatz
Pooh Shiesty,"Lontrell Donell Williams, Jr.",1999-01-08,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Pooh_Shiesty
Wiz Khalifa,Cameron Jibril Thomaz,1987-01-08,,"('2 Tone', '2 Tone')",,https://fr.wikipedia.org/wiki/Wiz_Khalifa
Akon,Alioune Badara Thiam N'gulu a,1973-01-16,0z4gvV4rjIZ9wHck67ucSV,2 Tone,https://i.scdn.co/image/ab6761610000e5eb3b6ab4190c7435238735b59d,https://fr.wikipedia.org/wiki/Akon
Aya Nakamura,Aya Danioko,1995-05-10,7IlRNXHjoOCgEAWN5qYksg,Afrobeat,https://i.scdn.co/image/ab6761610000e5eb8fe3fd15b08ed17abc0ee9db,
CKay,Chukwuka Ekweani,1995-07-16,048LktY5zMnakWq7PTtFrz,Afrobeat,https://i.scdn.co/image/ab6761610000e5eb6bc8c6ddd810306da5659254,
Fireboy DML,Adedamola Adefolahan,,75VKfyoBlkmrJFDqo1o2VY,Afrobeat,https://i.scdn.co/image/ab6761610000e5eb833675081693a864702b2084,
Rema,Moïshe ben Israel Isserles,,46pWGuE3dSwY3bMMXGBvVS,Afrobeat,https://i.scdn.co/image/ab6761610000e5eb0100fea4bd79ae2ce801be09,
Sarkodie,Michael Owusu Addo,1985-07-10,01DTVE3KmoPogPZaOvMqO8,Afrobeat,https://i.scdn.co/image/ab6761610000e5ebdc9f92be0e1d353f4f7a037b,
Tyla,,2002-01-30,3SozjO3Lat463tQICI9LcE,Afrobeat,https://i.scdn.co/image/ab6761610000e5eba1fca104a7abe5a7031b887d,
Wejdene,Wejdene Chaïb,2004-04-23,1SxuyHZnLUFyFHGzdGaxZk,Afrobeat,https://i.scdn.co/image/ab6761610000e5eb286465e95bce362747d44be2,
Wizkid,,1990-07-16,3tVQdUvClmAT7URs9V3rsp,Afrobeat,https://i.scdn.co/image/ab6761610000e5ebfa2e36a9d14dc11f3233bb4a,
Babes Wodumo,,,3jfVtv9mWfW0c5b3Fx440e,Amapiano,https://i.scdn.co/image/ab67616d0000b273799143b30879f7496e63a187,
Doja Cat,Amala Ratna Zandile Dlamini,1995-01-21,5cj0lLjcoR7YOSnhnX0Po5,Bitpop,https://i.scdn.co/image/ab6761610000e5ebe94f88ff74ae4ddcab961f97,https://fr.wikipedia.org/wiki/Doja_Cat
1T1,,,29DEO5ubNTmLbFSEZDP2we,Bouyon,https://i.scdn.co/image/ab6761610000e5eb2cfcca9a3b3dc0f14dd4b22a,
HollyG,,,6zyKieIrkN8p44Z1JdPNde,Bouyon,https://i.scdn.co/image/ab6761610000e5eb959cf1b59b390757bb324c93,
Lestef kjf boyz,,,1AEYRTRXesrGseS8nUFExp,Bouyon,https://i.scdn.co/image/ab6761610000e5eb6b1f9d1b131979663cfa93d2,
Lollipop,,,0mKVSDzKcL0qIbqDpcA0DP,Bouyon,https://i.scdn.co/image/ab6761610000e5eb68c411bc85ddf399a57b2f62,
Shanika,,,4bRIHVXfIPH6r3qe1Suybf,Bouyon,https://i.scdn.co/image/ab6761610000e5eb007ed1c2c1505f2975463e39,
Theodora,,,3PpJbrAbphauEun8Xf9tD2,Bouyon,https://i.scdn.co/image/ab6761610000e5eb82f18c900e9161e3c95d1306,
Théomaa,,,49j7GvUPWXDkBZf3uUwMe6,Bouyon,https://i.scdn.co/image/ab67616d0000b273d6b1360993cf54278c2cf2ca,
Gwen Stefani,Gwen Renée Stefani,1969-01-03,4yiQZ8tQPux8cPriYMWUFP,Britpop,https://i.scdn.co/image/ab6761610000e5eb64b94bebbaee56f793e24853,https://fr.wikipedia.org/wiki/Gwen_Stefani
Jessie J,Jessica Ellen Cornish,1988-01-27,2gsggkzM5R49q6jpPvazou,Dance-pop,https://i.scdn.co/image/ab6761610000e5eb91f0dd753c09e051675a1ca6,https://fr.wikipedia.org/wiki/Jessie_J
Selena Gomez,Selena Marie Gomez,1992-01-22,0C8ZW7ezQVs4URX5aX7Kqx,Dance-pop,https://i.scdn.co/image/ab6761610000e5ebc3c753851496854e29abff7a,https://fr.wikipedia.org/wiki/Selena_Gomez
Maureen,,,6WY7D3jk8zTrHtmkqqo5GI,Dancehall,https://i.scdn.co/image/ab6761610000e5eb3c3edcda95d7e66e7d4969d4,
Shannon,,,6A5Ns1SpGWTt8SzXPwiqVE,Dancehall,https://i.scdn.co/image/ab6761610000e5eb2c83cf30c063810760cb2ab2,
Eurythmics,,,0NKDgy9j66h3DLnN8qu1bB,Electro house,https://i.scdn.co/image/ab6761610000e5eb145a01fb993c3088fe6ac5e7,
Discobitch,,,48vWW7ozlrI3oT6zecxDUV,Electro music,https://i.scdn.co/image/ab67616d0000b273aefb45a6e8a68685b3b3a025,https://fr.wikipedia.org/wiki/Discobitch
Cascada,,,0N0d3kjwdY2h7UVuTdJGfp,Electropop,https://i.scdn.co/image/ab6761610000e5eb7977be627e6c9e8018ad7831,https://fr.wikipedia.org/wiki/Cascada
Meredith Brooks,Meredith Ann Brooks,1958-06-12,2QmLFuIDtNDmmJY3OtvinN,Electropop,https://i.scdn.co/image/56b19ef06c56431583675c2c16448b1993c669e9,
Mr.President,,,5yj6LsFcAIhJvsrRnF02Gl,Eurodance,,https://fr.wikipedia.org/wiki/Mr._President
Agnes Obel,Agnes Caroline Thaarup Obel,1980-01-28,1rKrEdI6GKirxWHxIUPYms,Folk pop,https://i.scdn.co//image//ab6761610000e5eb312fa20da6b19e20d9b07974,https://fr.wikipedia.org/wiki/Agnes_Obel
Lorie,Laure Pester,1982-05-02,2ixb8I8BVdLRywPPklssgM,French pop,https://i.scdn.co/image/ab6761610000e5ebabf69eecaf0149dc14db4c28,
Sheryfa Luna,Cherifa Babouche,1989-01-25,5BPQfQJaq5Hx0636gwk4uA,French pop,https://i.scdn.co/image/ab6761610000e5eb90b417d74e0ae9fe38f0ac4d,
Vanessa Paradis,Vanessa Chantal Paradis,1972-12-22,1FmxE030Xe2H8Bn9bdv6Pd,French pop,https://i.scdn.co/image/bd26cfb38c01991fa2fbb71053c567c4537e9a6e,
Yelle,,1983-01-17,0WbqAlM1WvfUD6dF7omThd,French pop,https://i.scdn.co/image/ab6761610000e5ebcf45d275cf9b3788c96fd6b3,
Zaho,Zehira Darabid,1980-05-10,38GSybQjdc6sxptciOkxMq,French pop,https://i.scdn.co/image/ab6761610000e5eb7e1088a61b4f3b3d30f9d82b,
Stevie Wonder,Steveland Judkinspuis Steveland Morris,1950-05-13,7guDJrEfX3qb6FEbdPA5qi,Funk,https://i.scdn.co/image/37c7875911b1d8195b05d40061a86bd01908a0d9,
Joé Dwèt Filé,Joe Gilles,,26zgIfFyTCImkHAp5gwKW8,Konpa,https://i.scdn.co/image/ab6761610000e5ebc99e630f2bd18a0d83ad1aeb,
Anitta,Larissa de Macedo Machado,1993-01-30,1Xyo4u8uXC1ZmMpatF05PJ,Latin pop,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,https://fr.wikipedia.org/wiki/Anitta_(chanteuse)
Camila Cabello,Karla Camila Cabello Estrabao,1997-01-03,4nDoRrQiYLoBzwC5BhVJzF,Latin pop,https://i.scdn.co/image/ab6761610000e5eb76470faf6330235edbcb90a9,https://fr.wikipedia.org/wiki/Camila_Cabello
Shakira,Shakira Isabel Mebarak Ripoll,1977-02-02,0EmeFodog0BfCgMzAIvKQp,Latin pop,https://i.scdn.co/image/ab6761610000e5eb2528c726e5ddb90a7197e527,https://fr.wikipedia.org/wiki/Shakira
P!nk,Alecia Beth Moore,1979-09-08,1KCSPY1glIKqW2TotWuXOR,Pop punk,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588,
Feist,Leslie Feist,1976-01-13,6CWTBjOJK75cTE8Xv8u1kj,Pop rock,https://i.scdn.co/image/ab6761610000e5ebe062176ee3682ca24d6fddd7,https://fr.wikipedia.org/wiki/Leslie_Feist
Katy Perry,Katheryn Elizabeth Hudson,1984-10-25,6jJ0s89eD6GaHleKKya26X,Pop rock,https://i.scdn.co/image/ab6761610000e5eb5e5f676a99a81dba06cc3db6,https://fr.wikipedia.org/wiki/Katy_Perry
Superbus,,,3Hog7RVQ1lAv1crdfiJPLq,Pop rock,https://i.scdn.co/image/ab6761610000e5eb735edc388fce2f4c242e1e1d,
t.A.T.u.,,,2Q3eZMfDQgT8MhPowKFXYO,Pop rock,https://i.scdn.co/image/ab6761610000e5ebc8bb15d091287d6ce663d430,
SEVDALIZA,Sevda Alizadeh,,5MraexJKZDrQYzS98kNwie,Power pop,https://i.scdn.co/image/ab6761610000e5eb62ee96f535c8939e42bb68d7,https://fr.wikipedia.org/wiki/Sevdaliza
Ariana Grande,Ariana Grande-Butera,1993-01-26,66CXWjxzNUsdJxJ2JdwvnR,Progressive pop,https://i.scdn.co/image/ab6761610000e5eb6725802588d7dc1aba076ca5,https://fr.wikipedia.org/wiki/Ariana_Grande
21 Savage,Shéyaa Bin Abraham-Joseph,1992-10-22,1URnnhqYAYcrqrcwql10ft,Rap music,https://i.scdn.co/image/ab6761610000e5eb4f8f76117470957c0e81e5b2,https://fr.wikipedia.org/wiki/21_Savage
50 Cent,Curtis James Jackson III,1975-07-06,3q7HBObVc0L8jNeTe5Gofh,Rap music,https://i.scdn.co/image/6f0da41419b31d9d2ba55d2df212f59ad0668118,
6ix9ine,Daniel Hernandez,1996-01-08,7gZfnEnfiaHzxARJ2LeXrf,Rap music,https://i.scdn.co/image/ab6761610000e5ebe496acc0275b2bfd673c21a9,https://fr.wikipedia.org/wiki/6ix9ine
